case_id,band,state,energy_eV,centroid_nm,left_well_probability,central_barrier_probability,right_well_probability,outside_active_probability,localization_left_minus_right,node_count,character,normalization_check
Case_05,heavy_hole,6,1.332832485539,66.49333579062254,0.5085551663863541,0.04318626246410092,0.3507208515694939,0.09753771958005109,0.15783431481686022,6,delocalized_bonding_or_antibonding,1.0
Case_06,electron,1,2.994067792156,63.56631438322337,0.9554482100076153,0.01908205730091879,0.005368856812188174,0.020100875879277773,0.9500793531954271,0,left_localized,1.0
Case_06,electron,2,3.103939845389,69.5695117489476,0.08250824582777255,0.09387631527882556,0.7332523884308653,0.09036305046253656,-0.6507441426030927,2,right_localized,1.0000000000000002
Case_06,electron,3,3.17073686279,64.10412933868093,0.784390479073815,0.03646463208834289,0.0843727001117469,0.09477218872609523,0.7000177789620681,4,left_localized,1.0
Case_06,electron,4,3.355635645203,29.573075420681448,2.4759472074790472e-06,4.479016059919918e-07,1.1723289164207197e-07,0.9999969589182949,2.358714315836975e-06,4,delocalized_bonding_or_antibonding,1.0000000000000002
Case_06,electron,5,3.366927644147,37.790581187612894,0.0005091952769703727,9.824449842276511e-05,2.613477042538409e-05,0.9993664254541815,0.00048306050654498857,4,delocalized_bonding_or_antibonding,1.0
Case_06,electron,6,3.376978492671,42.31192693504636,0.008985117405010153,0.0018459758000396137,0.0005067930104840256,0.9886621137844661,0.008478324394526128,6,delocalized_bonding_or_antibonding,1.0000000000000002
Case_06,heavy_hole,1,1.504782454624,63.65241578132006,0.9945670065619421,0.0028411566949261375,0.00013596398580146489,0.002455872757330318,0.9944310425761406,2,left_localized,0.9999999999999999
Case_06,heavy_hole,2,1.476115033497,70.12950911745736,0.021057954005654807,0.021660881054926952,0.9326116920940989,0.024669472845319396,-0.9115537380884441,2,right_localized,0.9999999999999998
Case_06,heavy_hole,3,1.471204476331,63.650789576698834,0.9575301969147667,0.009282778811417884,0.021454974587031727,0.011732049686783683,0.936075222327735,2,left_localized,0.9999999999999999
Case_06,heavy_hole,4,1.416656263121,63.535794637134515,0.9434265603170453,0.02631355319064693,0.0016508094292006276,0.02860907706310714,0.9417757508878447,4,left_localized,1.0
Case_06,heavy_hole,5,1.351235739045,68.81763023910044,0.18455032175500957,0.11154144834289023,0.6008130934217641,0.10309513648033608,-0.41626277166675457,6,right_localized,1.0
Case_06,heavy_hole,6,1.340272344294,64.94448806211149,0.7079151032782285,0.03432891577295219,0.1782808940457824,0.07947508690303695,0.5296342092324461,6,left_localized,1.0
Case_07,electron,1,2.945474943617,63.60620208958547,0.9561816627668163,0.019521720720119668,0.0049250566280886355,0.01937155988497543,0.9512566061387276,0,left_localized,0.9999999999999999
Case_07,electron,2,3.052458556878,69.76166868434476,0.07034753477972536,0.09752345302527254,0.7353775298755812,0.09675148231942088,-0.6650299950958559,2,right_localized,0.9999999999999999
Case_07,electron,3,3.120125850434,64.03004682967028,0.7968067680912592,0.03955675774767546,0.07122204993755074,0.09241442422351462,0.7255847181537084,4,left_localized,1.0
Case_07,electron,4,3.330998661586,37.450630626327516,0.002055994253019311,0.00046147468912749175,0.00011350112555470769,0.9973690299322985,0.0019424931274646033,4,delocalized_bonding_or_antibonding,1.0000000000000002
Case_07,electron,5,3.336228514238,43.56854397289507,0.02130214356585941,0.005259172511146978,0.0014106626755720126,0.9720280212474217,0.0198914808902874,4,delocalized_bonding_or_antibonding,1.0
Case_07,electron,6,3.33765658161,87.8105223923413,0.0005500541741011543,0.0005256099092653638,0.0006053883788162626,0.9983189475378172,-5.5334204715108345e-05,6,delocalized_bonding_or_antibonding,1.0
Case_07,heavy_hole,1,1.456475752725,63.56776413616694,0.9947758083151079,0.002425296267088661,6.21605234794308e-05,0.002736734894323985,0.9947136477916285,0,left_localized,1.0
Case_07,heavy_hole,2,1.4235500798,64.52083544239362,0.8379652799785514,0.015061261993828214,0.13328838053793196,0.013685077489688419,0.7046768994406194,2,left_localized,1.0
Case_07,heavy_hole,3,1.421770119619,69.3858033975301,0.14080698356942586,0.018099876178387382,0.8157637168732823,0.025329423378904425,-0.6749567333038564,2,right_localized,1.0000000000000002
Case_07,heavy_hole,4,1.36898495538,63.558393530911005,0.9447762052629781,0.025151679044559495,0.0011829689101752823,0.028889146782287104,0.9435932363528028,4,left_localized,1.0
Case_07,heavy_hole,5,1.298806137179,66.26793417544488,0.5233529602410438,0.10247486387579337,0.2911886250131759,0.08298355086998693,0.23216433522786795,6,delocalized_bonding_or_antibonding,1.0
Case_07,heavy_hole,6,1.290406776936,67.60179632004787,0.3693592962646134,0.053490264451277685,0.4690279796076722,0.10812245967643674,-0.09966868334305878,6,delocalized_bonding_or_antibonding,1.0
Case_08,electron,1,3.033276040113,63.53617691187113,0.956927180920283,0.018267856262828733,0.0042632125642786105,0.02054175025260971,0.9526639683560043,0,left_localized,0.9999999999999999
Case_08,electron,2,3.147070448715,69.60797916520434,0.08460772149034285,0.09956161366343295,0.722526628368957,0.09330403647726715,-0.6379189068786142,2,right_localized,1.0
Case_08,electron,3,3.20925528409,64.14841799003607,0.7804524092218187,0.03661808728622096,0.08750527267136421,0.09542423082059615,0.6929471365504545,4,left_localized,1.0
Case_08,electron,4,3.373276123525,27.745927994048746,3.767315799470337e-08,6.09493125093642e-09,1.4815687940721939e-09,0.999999954750342,3.619158920063118e-08,4,delocalized_bonding_or_antibonding,0.9999999999999999
Case_08,electron,5,3.389275939727,34.8250150310166,2.4057414677898692e-05,4.244129104919192e-06,1.010224863233135e-06,0.9999706882313539,2.3047189814665557e-05,6,delocalized_bonding_or_antibonding,1.0
Case_08,electron,6,3.402500929705,40.226786760297244,0.0013260075345770729,0.0002512806918554274,6.009459111085824e-05,0.9983626171824566,0.0012659129434662146,6,delocalized_bonding_or_antibonding,1.0
Case_08,heavy_hole,1,1.544168683453,63.73805195888981,0.9944505379892015,0.003160589032093202,0.00016602629116386404,0.002222846687541468,0.9942845116980376,0,left_localized,1.0
