wavelength_nm,Re_dense,Re_coarse,Re_error,Im_dense,Im_coarse,Im_error
417,0.46715520433742741,0.46715545347947984,2.491420524330934e-07,0.0024411681865999305,0.0024411704217394119,2.2351394814851266e-09
418,0.47144687991695633,0.4714471327968347,2.5287987837074866e-07,0.0024765181259026386,0.0024765204076771449,2.2817745063200001e-09
419,0.47577844874803032,0.47577870542409451,2.5667606418089406e-07,0.0025123936752655266,0.0025123960046863339,2.3294208072871525e-09
420,0.48015035076627566,0.48015061129791259,2.6053163693084969e-07,0.0025488034489885882,0.0025488058270906801,2.3781020919849682e-09
421,0.48456303206734108,0.48456329651495511,2.644476140289953e-07,0.0025857562240860334,0.0025857586519285915,2.4278425580712137e-09
422,0.48901694501373916,0.48901721343880533,2.6842506617441586e-07,0.0026232609438592508,0.0026232634225264069,2.478667156073644e-09
423,0.49351254834400016,0.49351282080907288,2.724650727259359e-07,0.002661326721560513,0.0026613292521619368,2.5306014237239105e-09
424,0.49805030728408028,0.49805058385279621,2.7656871592895982e-07,0.0026999628441495803,0.0026999654278211356,2.5836715553465006e-09
425,0.50263069366108337,0.50263097439821869,2.807371353164001e-07,0.0027391787761460911,0.0027391814140505641,2.6379044729823997e-09
426,0.50725418601944217,0.50725447099091769,2.8497147552819513e-07,0.0027789841635803038,0.0027789868569080729,2.6933277691432167e-09
427,0.51192126973950369,0.51192155901240621,2.8927290252056537e-07,0.0028193888380454281,0.0028193915880152061,2.7499697779348464e-09
428,0.51663243715866836,0.51663273080127481,2.9364260645259321e-07,0.0028604028208540936,0.0028604056287136999,2.8078596062824923e-09
429,0.52138818769509032,0.52138848577690178,2.9808181145618562e-07,0.0029020363273023209,0.0029020391943293698,2.867027048929216e-09
430,0.52618902797404221,0.52618933056579942,3.0259175720637188e-07,0.0029442997710439189,0.0029443026985467181,2.9275027992048397e-09
431,0.53103547195699274,0.53103577913070477,3.0717371202193533e-07,0.0029872037685788376,0.00298720675789718,2.9893183423404524e-09
432,0.53592804107343195,0.53592835290240615,3.1182897419768096e-07,0.0030307591438586664,0.0030307621963645915,3.0525059251107489e-09
433,0.5408672643556085,0.54086758091448695,3.1655887844372899e-07,0.0030749769330127037,0.0030749800501114364,3.1170987327758248e-09
434,0.54585367857616029,0.54585399994091577,3.2136475547339671e-07,0.0031198683891983676,0.0031198715723292263,3.1831308587235152e-09
435,0.55088782838872641,0.55088815463671259,3.2624798618208217e-07,0.0031654449875796542,0.0031654482382169075,3.2506372532950523e-09
436,0.55597026647165393,0.55597059768165114,3.3120999720637201e-07,0.0032117184304374293,0.0032117217500913058,3.3196538764407313e-09
437,0.5611015536748849,0.56110188992710208,3.3625221718125431e-07,0.003258700652415388,0.0032587040426329556,3.3902175676156499e-09
438,0.5662822591700416,0.56628260054615054,3.4137610893658632e-07,0.0033064038259062135,0.0033064072882725342,3.4623663207333788e-09
439,0.57151296060383427,0.57151330718702265,3.4658318837088586e-07,0.0033548403665817541,0.0033548439027208006,3.536139046508846e-09
440,0.57679424425491832,0.57679459612988992,3.5187497160471537e-07,0.0034040229390717705,0.003404026550647565,3.6115757945029414e-09
441,0.58212670519418763,0.58212706244722412,3.5725303648703743e-07,0.00345396446279609,0.0034539681515137373,3.6887176473043848e-09
442,0.58751094744869947,0.58751131016768077,3.6271898129491831e-07,0.0035046781179542373,0.0035046818855611313,3.7676068940020735e-09
443,0.59294758416926041,0.59294795244370446,3.6827444405140852e-07,0.0035561773516781889,0.0035561811999651229,3.8482869339079295e-09
444,0.59843723780181346,0.59843761172290066,3.7392108720446515e-07,0.0036084758843525841,0.0036084798151549916,3.9308024075285219e-09
445,0.60398054026264547,0.60398091992327285,3.7966062738092887e-07,0.0036615877161081372,0.0036615917313072895,4.0151991523296182e-09
446,0.60957813311766729,0.60957851861246071,3.8549479342009363e-07,0.0037155271334933515,0.003715531235017765,4.1015244135050866e-09
447,0.61523066776567781,0.61523105919107257,3.9142539476344496e-07,0.0037703087163302521,0.0037703129061568696,4.1898266175954824e-09
448,0.62093880562593728,0.62093920308016504,3.974542277518367e-07,0.0038259473447598835,0.0038259516249155075,4.2801556240229521e-09
449,0.6267032183299408,0.62670362191310813,4.0358316732991284e-07,0.0038824582064835769,0.0038824625790463488,4.3725627719287674e-09
450,0.63252458791768418,0.63252499773181059,4.0981412641194481e-07,0.0039398568042062695,0.0039398612713069138,4.467100644250932e-09
451,0.63840360703849486,0.6384040231875403,4.1614904544573506e-07,0.0039981589632880777,0.0039981635271116069,4.5638235291606266e-09
452,0.64434097915644717,0.6443414017463549,4.2258990773369476e-07,0.0040573808396110449,0.0040573855023982568,4.6627872118953917e-09
453,0.65033741876066187,0.65033784789942373,4.2913876185934896e-07,0.0041175389276678718,0.0041175436917169229,4.7640490510869604e-09
454,0.65639365158051199,0.65639408737819305,4.3579768105317385e-07,0.0041786500688797273,0.0041786549365477529,4.8676680255987925e-09
455,0.66251041480583761,0.66251085737463744,4.4256879982995656e-07,0.0042407314601504899,0.0042407364338554153,4.9737049253456567e-09
456,0.6686884573124674,0.6686889067667654,4.4945429800158365e-07,0.004303800662665563,0.0043038057448877357,5.0822221726171124e-09
457,0.6749285398929914,0.67492899634939096,4.5645639956681805e-07,0.0043678756109422189,0.0043678808042262943,5.1932840753471377e-09
458,0.68123143549312104,0.68123189907050552,4.6357738447966312e-07,0.0044329746221411,0.0044329799290979011,5.3069568010932766e-09
459,0.68759792945360676,0.68759840027318653,4.7081957976757849e-07,0.0044991164056460108,0.0044991218289545474,5.4233085366311995e-09
460,0.69402881975807418,0.69402929794345347,4.7818537929344984e-07,0.0045663200729222555,0.0045663256153315249,5.5424092693795446e-09
461,0.70052491728672939,0.70052540296395405,4.8567722465975294e-07,0.0046346051476612912,0.0046346108119926024,5.664331311286408e-09
462,0.70708704607630857,0.70708753937392355,4.9329761497851621e-07,0.0047039915762226974,0.0047039973653715868,5.7891488894346033e-09
463,0.71371604358628504,0.71371654463538992,5.0104910487291932e-07,0.0047744997383821312,0.0047745056553207769,5.9169386456420225e-09
464,0.72041276097159046,0.72041326990590004,5.0893430958431907e-07,0.0048461504583964966,0.0048461565061757948,6.0477792981905587e-09
465,0.72717806336204238,0.72717858031795091,5.1695590852496309e-07,0.0049189650163961249,0.0049189711981481761,6.1817520512208457e-09
466,0.73401283014861463,0.73401335526526834,5.2511665371568483e-07,0.0049929651601159763,0.0049929714790565502,6.3189405739155768e-09
467,0.74091795527687099,0.74091848869620036,5.3341932937378544e-07,0.0050681731169766493,0.0050681795764076151,6.4594309658050353e-09
468,0.74789434754754591,0.7478948894143902,5.4186684428358944e-07,0.0051446116065273703,0.0051446182098393561,6.6033119857505929e-09
469,0.75494293092479059,0.75494348138691247,5.5046212188436527e-07,0.0052223038532634054,0.0052223106039385302,6.7506751248030961e-09
470,0.76206464485199699,0.76206520406018052,5.5920818353705215e-07,0.0053012735998307827,0.0053012805014453854,6.9016146027334191e-09
471,0.76926044457565812,0.76926101268376912,5.6810811099872183e-07,0.0053815451206316711,0.0053815521768592299,7.0562275588520462e-09
472,0.77653130147734784,0.77653187864242579,5.771650779529125e-07,0.0054631432358441222,0.0054631504504583008,7.2146141786438855e-09
473,0.7838782034141929,0.78387878979651493,5.8638232203200857e-07,0.0055460933258712191,0.0055461007027487897,7.3768775706029022e-09
474,0.79130215506795953,0.79130275083112744,5.957631679098796e-07,0.0056304213462336425,0.0056304288893579066,7.5431242640977558e-09
475,0.79880417830311989,0.79880478361412344,6.0531100354310752e-07,0.0057161538429225476,0.0057161615563864898,7.7134639422243856e-09
476,0.80638531253407053,0.80638592756340932,6.1502933879076238e-07,0.0058033179682276271,0.0058033258562375078,7.8880098806910492e-09
477,0.814046615101925,0.81404724002365136,6.2492172636652299e-07,0.0058919414970585275,0.0058919495639371596,8.0668786320986507e-09
478,0.82178916166098315,0.82178979665282625,6.349918431070023e-07,0.0059820528437758268,0.0059820610939665831,8.2501907562593235e-09
479,0.8296140465753461,0.82961469181877967,6.4524343357241776e-07,0.0060736810795513161,0.0060736895176217633,8.4380704472308832e-09
480,0.83752238332583273,0.83752303900618963,6.5568035689800297e-07,0.0061668559502752584,0.0061668645809210536,8.6306457952600724e-09
481,0.84551530492769844,0.84551597123424038,6.6630654194099748e-07,0.0062616078950311297,0.0062616167230802669,8.8280491371967029e-09
482,0.85359396435928203,0.85359464148534014,6.7712605811287574e-07,0.006357968065158261,0.0063579770955752568,9.0304169957783342e-09
483,0.86175953500211078,0.86176022314515177,6.8814304099440449e-07,0.0064559683439236876,0.0064559775818138973,9.2378902097345339e-09
484,0.87001321109265639,0.87001391045441401,6.9936175761675656e-07,0.0065556413668256559,0.006555650817440006,9.450614350120512e-09
485,0.87835620818627613,0.87835691897283463,7.1078655849987626e-07,0.0066570205425520446,0.0066570302112914492,9.6687394045974484e-09
486,0.88678976363352957,0.88679048605547961,7.2242195003902054e-07,0.0067601400746172893,0.0067601499670378821,9.8924205927525266e-09
487,0.89531513706947652,0.89531587134197155,7.3427249502877601e-07,0.0068650349837041918,0.0068650451055222283,1.0121818036501473e-08
488,0.90393361091617463,0.9039343572590981,7.4634292346331677e-07,0.0069717411307356619,0.0069717514878327915,1.0357097129584658e-08
489,0.91264649089889582,0.91264724953697929,7.5863808346454675e-07,0.0070802952407044532,0.0070803058391332493,1.0598428796040893e-08
490,0.92145510657659568,0.92145587773952764,7.7116293195622632e-07,0.007190734927289142,0.0071907457732788144,1.0845989672353396e-08
491,0.9303608118867972,0.93036159580937094,7.8392257374382268e-07,0.0073030987182863324,0.0073031098182483843,1.1099962051938639e-08
492,0.93936498570574689,0.9393657826279791,7.9692223220462211e-07,0.0074174260818895658,0.0074174374424241553,1.1360534589444082e-08
493,0.94846903242400149,0.94846984259129785,8.1016729636118612e-07,0.0075337574538480723,0.0075337690817502793,1.1627902207073104e-08
494,0.9576743825381886,0.95767520620145552,8.2366326692451253e-07,0.007652134265538079,0.0076521461678042864,1.1902266207342027e-08
495,0.96698249325929764,0.96698333067512454,8.3741582690421978e-07,0.007772598972983099,0.0077726111568182481,1.2183835149115474e-08
496,0.97639484913821439,0.9763957005690016,8.5143078720761878e-07,0.0078951950868586529,0.0078952075596830269,1.2472824374026859e-08
497,0.98591296270892448,0.98591382842305553,8.6571413104863382e-07,0.0080199672035209287,0.0080199799729774347,1.2769456506078747e-08
498,0.99553837515004062,0.99553925542204791,8.8027200728646449e-07,0.008146961037098055,0.0081469741110603879,1.3073962332882383e-08
499,1.0052726569653019,1.0052735520760154,8.9511071355019567e-07,0.0082762234526877476,0.0082762368392677935,1.3386580045848806e-08
500,1.015117408683635,1.0151183189203858,9.1023675086177036e-07,0.0084078025007024958,0.0084078162082589225,1.3707556426739709e-08
501,1.0250742615794359,1.0250751872362089,9.2565677300981974e-07,0.0085417474524106078,0.0085417614895574104,1.4037146802564626e-08
502,1.0351448784138069,1.0351458197914507,9.4137764383717126e-07,0.0086781088367179592,0.0086781232123334731,1.4375615513956275e-08
503,1.0453309541974232,1.0453319116038329,9.5740640970731761e-07,0.0088169384782429902,0.0088169532014792246,1.4723236234359671e-08
504,1.0556342169758324,1.0556351907261408,9.7375030838620091e-07,0.0089582895367351333,0.0089583046170271761,1.508029204289052e-08
505,1.066056428637832,1.0660574190546188,9.9041678680578116e-07,0.0091022165478913744,0.009102231994967791,1.5447076416597039e-08
506,1.0765993857479246,1.0766003931614461,1.0074135214921398e-06,0.0092487754656291159,0.0092487912895223533,1.5823893237398856e-08
507,1.0872649204035323,1.0872659451519171,1.0247483848146999e-06,0.0093980237058734414,0.009398039916930577,1.6211057135562257e-08
508,1.0980549011178948,1.098055943547366,1.0424294711874893e-06,0.0095500201919218285,0.0095500368008162306,1.6608894402164731e-08
509,1.1089712337295583,1.1089722941947042,1.060465145918954e-06,0.0097048254014515389,0.0097048424191944933,1.7017742954400505e-08
510,1.1200158623394287,1.1200169412034136,1.0788639848158255e-06,0.0098625014152381174,0.0098625188531910948,1.7437952977428228e-08
511,1.1311907702763353,1.1311918679111566,1.0976348212565767e-06,0.010023111967655693,0.010023129837543634,1.7869887940918927e-08
512,1.142497981092093,1.1424990978788609,1.116786767951794e-06,0.010186722499035725,0.010186740812959741,1.8313924016188921e-08
513,1.1539395595872795,1.1539406959164591,1.1363291796406827e-06,0.010353400209960201,0.010353418980411911,1.8770451710309333e-08
514,1.165517612868642,1.1655187691403226,1.1562716806245987e-06,0.010523214117573936,0.010523233357450174,1.9239876237336917e-08
515,1.1772342914393796,1.1772354680636297,1.1766242500321766e-06,0.010696235114000707,0.010696254836618155,1.9722617448925117e-08
516,1.189091790323666,1.1890929877207292,1.1973970632794817e-06,0.010872536026954,0.01087255624606559,2.0219111589864225e-08
517,1.2010923502262578,1.2010935688269671,1.2186007092296336e-06,0.011052191682637266,0.011052212412448161,2.0729810895625533e-08
518,1.2132382587290507,1.2132394989750668,1.2402460161098361e-06,0.011235278971032762,0.011235300226217878,2.1255185115448549e-08
519,1.2255318515254361,1.2255331138696222,1.2623441860704077e-06,0.011421876913683928,0.011421898709405746,2.1795721817652325e-08
520,1.2379755136942245,1.2379767986009851,1.2849067605458231e-06,0.011612066734079642,0.011612089086006902,2.2351927260466642e-08
521,1.2505716810145198,1.2505729889601396,1.3079456198106243e-06,0.011805931930756575,0.011805954855084087,2.2924327512663378e-08
522,1.2633228413230175,1.26332417279604,1.33147302250336e-06,0.012003558353239626,0.012003581866708198,2.3513468571517704e-08
523,1.2762315359154646,1.2762328914171097,1.3555016451505253e-06,0.012205034280946627,0.012205058400865009,2.4119918382026206e-08
524,1.289300360993995,1.2893017410384768,1.3800444818024005e-06,0.012410450505191895,0.012410475249458781,2.4744266885479149e-08
525,1.3025319691619224,1.3025333742769498,1.4051150274418944e-06,0.012619900414427985,0.012619925801555031,2.5387127046416769e-08
526,1.3159290709680769,1.3159305016952167,1.4307271398728005e-06,0.012833480082871405,0.012833506132008222,2.6049136816336249e-08
527,1.3294944365024515,1.3294958933976093,1.4568951578475264e-06,0.013051288362669632,0.013051315093628706,2.6730959074711125e-08
528,1.3432308970452667,1.3432323806791229,1.4836338562140838e-06,0.013273426979770152,0.013273454413053807,2.7433283655148299e-08
529,1.3571413467714568,1.3571428577299733,1.5109585165262729e-06,0.013500000633663547,0.013500028790491562,2.8156828014991309e-08
530,1.3712287445129925,1.3712302833978707,1.5388848781938691e-06,0.013731117101180541,0.01373114600351959,2.8902339049841075e-08
531,1.3854961155810526,1.3854976830102874,1.5674292348499819e-06,0.013966887344533521,0.013966917015127412,2.9670593891528707e-08
532,1.3999465536507683,1.3999481502591711,1.5966084028207206e-06,0.014207425623801086,0.014207456086203031,3.0462401944680861e-08
533,1.4145832227108319,1.4145848491505921,1.6264397602050451e-06,0.014452849614068206,0.014452880892673867,3.1278605660406411e-08
534,1.4294093590807866,1.4294110160220215,1.6569412348843571e-06,0.014703280527440729,0.014703312647523871,3.2120083141851108e-08
535,1.4444282734985756,1.4444299616299756,1.68813140000168e-06,0.014958843240171875,0.014958876227920512,3.2987748636859049e-08
536,1.4596433532815292,1.4596450733109561,1.7200294268882033e-06,0.015219666425144399,0.015219700307699473,3.3882555074138399e-08
537,1.4750580645635454,1.4750598172186864,1.752655141018522e-06,0.015485882689969623,0.015485917495465885,3.4805496262890756e-08
538,1.4906759546118593,1.490677740640971,1.7860291117166582e-06,0.015757628720978779,0.015757664478586592,3.5757607812214598e-08
539,1.5065006542266897,1.5065024743991651,1.8201724754085546e-06,0.016035045433394728,0.016035082173364454,3.6739969726251598e-08
540,1.5225358802271494,1.5225377353343803,1.8551072309413996e-06,0.016318278127990825,0.01631831588169981,3.7753708985455159e-08
541,1.5387854380273169,1.5387873288833953,1.8908560783792439e-06,0.016607476654560999,0.016607515454562287,3.8800001288252783e-08
542,1.5552532243061514,1.5552551517487094,1.9274425580029231e-06,0.016902795582540514,0.016902835462614486,3.9880073972320407e-08
543,1.5719432297754294,1.571945194666414,1.964890984584855e-06,0.017204394379141119,0.017204435374349097,4.0995207978289372e-08
544,1.5888595420498071,1.5888615452763979,2.0032265908298541e-06,0.017512437595378592,0.017512479742119953,4.2146741360826745e-08
545,1.6060063486236458,1.6060083910991287,2.0424754829662106e-06,0.017827095060401511,0.017827138396472951,4.3336071439692425e-08
546,1.623387939959192,1.6233900226239286,2.0826647366689599e-06,0.018148542084541863,0.018148586649200799,4.4564658935319912e-08
547,1.6410087126911233,1.6410108365134906,2.1238223673059053e-06,0.018476959671547936,0.018477005505577244,4.5834029308022828e-08
548,1.6588731729525135,1.6588753389299593,2.1659774458449021e-06,0.01881253474046924,0.018812581886247799,4.7145778558910223e-08
549,1.6769859398278975,1.6769881489880092,2.2091601117324444e-06,0.01915546035770941,0.019155508859284617,4.8501575207471337e-08
550,1.6953517489388883,1.6953540023404834,2.2534015950981257e-06,0.019505935979779628,0.01950598588294402,4.9903164392461896e-08
551,1.7139754561687659,1.7139777549030994,2.2987343335501009e-06,0.019864167707322758,0.019864219059695667,5.1352372909541089e-08
552,1.7328620415319929,1.7328643867239411,2.3451919481942696e-06,0.020230368551016842,0.020230421402129176,5.285111233377382e-08
553,1.7520166131957207,1.752019006005054,2.3928093333402956e-06,0.020604758709995299,0.020604813111379718,5.4401384418090171e-08
554,1.7714444116600254,1.7714468532827716,2.4416227462076279e-06,0.020987565863466992,0.020987621868752367,5.6005285374582936e-08
555,1.791150814104709,1.7911533057745239,2.4916698149191063e-06,0.021379025476259236,0.021379083141271148,5.7665011911345321e-08
556,1.8111413389100752,1.8111438818996612,2.542989586018507e-06,0.021779381119052657,0.02177944050191865,5.9382865992552158e-08
557,1.8314216503602978,1.8314242459830261,2.5956227283074895e-06,0.022188884804123829,0.022188945965384704,6.1161260875297607e-08
558,1.8519975635380286,1.8520002131493944,2.6496113658680542e-06,0.02260779733746468,0.022607860340192597,6.300272791665007e-08
559,1.8728750494192563,1.8728777544186612,2.7049994049122006e-06,0.023036388688204207,0.02303645359812611,6.4909921902722711e-08
560,1.894060240178645,1.8940630020111073,2.7618324622835644e-06,0.023474938376311746,0.023475005261941552,6.6885629805557567e-08
561,1.9155594347150462,1.9155622548730316,2.8201579853615044e-06,0.023923735879635602,0.023923804812412422,6.8932776819963237e-08
562,1.9373791044085671,1.9373819844338813,2.8800253142335919e-06,0.024383081061385592,0.024383152115821455,7.1054435862860643e-08
563,1.9595258991203632,1.9595288406062039,2.9414858406795474e-06,0.024853284619254692,0.024853357873088892,7.3253834199926704e-08
564,1.9820066534474527,1.9820096580405249,3.0045930721200875e-06,0.025334668557442215,0.025334744091806298,7.5534364082918692e-08
565,2.0048283932455941,2.0048314626482275,3.0694026333932811e-06,0.025827566682936606,0.025827644582528793,7.7899592186569944e-08
566,2.0279983424333539,2.0280014784060052,3.1359726513358055e-06,0.026332325127496538,0.026332405480766291,8.0353269753252743e-08
567,2.0515239300924595,2.0515271344560135,3.2043635540546234e-06,0.026849302896876932,0.026849385796220392,8.2899343459286179e-08
568,2.0754127978792409,2.0754160725175872,3.274638346262293e-06,0.027378872448942812,0.027378957990910613,8.5541967800861762e-08
569,2.0996728077634739,2.099676154626259,3.3468627851362953e-06,0.027921420302436592,0.027921508587953815,8.828551722322997e-08
570,2.1243120501121613,2.1243154712175611,3.4211053998589591e-06,0.028477347678279315,0.028477438812879834,9.1134600518905096e-08
571,2.1493388521358066,2.1493423495736099,3.4974378033680864e-06,0.02904707117542276,0.029047165269497119,9.4094074358508362e-08
572,2.1747617867175908,2.1747653626521606,3.5759345697883305e-06,0.029631023483413434,0.02963112065247249,9.716905905593487e-08
573,2.2005896816447414,2.2005933383185035,3.6566737620091772e-06,0.030229654133976352,0.030229754498932004,1.0036495565191039e-07
574,2.2268316292652681,2.2268353690020586,3.7397367904645762e-06,0.030843430294102914,0.03084353398156657,1.0368746365674308e-07
575,2.2534969965923093,2.2535008218010741,3.8252087648515953e-06,0.03147283760329965,0.031472944745898984,1.0714259933430892e-07
576,2.2805954358813949,2.2805993490601217,3.9131787268331664e-06,0.032118381057850171,0.03211849179456823,1.1073671805916785e-07
577,2.3081368957068102,2.308140899446478,4.0037396678016535e-06,0.032780585945160076,0.032780700421694481,1.1447653440466166e-07
578,2.3361316325649764,2.3361357295539102,4.0969889338882126e-06,0.033459998831473103,0.033460117200620421,1.1836914731722104e-07
579,2.3645902230348783,2.3645944160633015,4.1930284231384007e-06,0.034157188606501479,0.03415731102856627,1.2242206479107232e-07
580,2.3935235765273282,2.393527868492118,4.2919647897932123e-06,0.034872747588781464,0.034872874232013226,1.2664323176259096e-07
581,2.4229429486570035,2.4229473425667889,4.3939097853495923e-06,0.03560729269585218,0.035607423736911711,1.310410595312117e-07
582,2.452859955273607,2.4528644542540716,4.49898046461783e-06,0.03636146668367933,0.036361602308137245,1.3562445791426292e-07
583,2.4832865871907108,2.483291194490314,4.6072996031654156e-06,0.037135939460085379,0.037136079862954724,1.4040286934469126e-07
584,2.5142352256538327,2.5142399446496828,4.7189958500837292e-06,0.037931409477322361,0.037931554863628328,1.4538630596638846e-07
585,2.5457186585917801,2.5457234927960775,4.8342042973104071e-06,0.038748605209337816,0.038748755794727474,1.5058538965773138e-07
586,2.5777500976987522,2.5777550507654938,4.953066741641976e-06,0.039588286719720256,0.039588442731116655,1.5601139639886963e-07
587,2.610343196397805,2.6103482721298308,5.0757320257943661e-06,0.040451247326807382,0.040451409003107605,1.6167630022267954e-07
588,2.643512068739752,2.6435172710963846,5.2023566325942738e-06,0.041338315372953946,0.041338482965782131,1.6759282818468169e-07
589,2.6772713092960672,2.6772766424010195,5.3331049523208662e-06,0.042250356105559161,0.042250529880069845,1.7377451068389949e-07
590,2.7116360141076585,2.7116414822576385,5.4681499799258404e-06,0.043188273678057734,0.04318845391380248,1.8023574474557158e-07
591,2.7466218027568399,2.7466274104305146,5.6076736747456835e-06,0.044153013279796774,0.044153200271653606,1.8699185683201947e-07
592,2.7822448416343537,2.7822505935019572,5.7518676035428484e-06,0.045145563404466404,0.045145757463638719,1.9405917231485326e-07
593,2.818521868478479,2.8185277694120989,5.9009336199622453e-06,0.04616695826758424,0.04616715972267714,2.0145509289914987e-07
594,2.8554702182697689,2.855476273354121,6.0550843521411934e-06,0.04721828038445379,0.047218489582632986,2.0919817919629047e-07
595,2.8931078505704741,2.8931140651145384,6.2145440642424887e-06,0.048300663321015,0.048300880629255236,2.1730824023569184e-07
596,2.9314533784054477,2.9314597579547454,6.3795492977192225e-06,0.049415294631108428,0.049415520437540481,2.2580643205261097e-07
597,2.9705260987878752,2.9705326491377795,6.5503499042662838e-06,0.050563418994889434,0.050563653710254008,2.3471536457486675e-07
598,3.0103460250028027,3.0103527522124294,6.7272096266890458e-06,0.051746341574466267,0.051746585633685879,2.4405921961179189e-07
599,3.0509339207685011,3.0509408311757591,6.9104072579762033e-06,0.052965431604313176,0.052965685468190013,2.5386387683679068e-07
600,3.0923113364072004,3.0923184366448675,7.1002376671458478e-06,0.054222126235628859,0.054222390392683187,2.6415705432769609e-07
601,3.134500647166349,3.1345079441791581,7.2970128091043307e-06,0.055517934655625004,0.055518209624085588,2.7496846058405744e-07
602,3.1775250938434558,3.1775325949064852,7.5010630293803615e-06,0.056854442504703839,0.056854728834668355,2.8632996451616322e-07
603,3.2214088258806912,3.2214165386190352,7.7127383439901109e-06,0.058233316616706207,0.058233614892481675,2.9827577546770456e-07
604,3.2661769471086481,3.2661848795184953,7.932409847200006e-06,0.059656310109841931,0.059656620952488831,3.1084264690006691e-07
605,3.3118555643351186,3.3118637248063125,8.1604711938965124e-06,0.061125267858637145,0.061125591928735845,3.2407009870061287e-07
606,3.3584718389902495,3.3584802363306432,8.3973403937065427e-06,0.062642132380255677,0.062642470380915083,3.3800065940559065e-07
607,3.4060540420593428,3.4060626855208627,8.6434615198527354e-06,0.064208950171897261,0.064209302852033384,3.5268013612310689e-07
608,3.4546316125538876,3.4546405118605703,8.8993066826859035e-06,0.06582787853973085,0.065828246697641035,3.6815791018551813e-07
609,3.5042352197945315,3.5042443851728509,9.1653783194090011e-06,0.067501192963993206,0.067501577451258316,3.844872651093123e-07
610,3.5548968298042274,3.5549062720155726,9.442211345245255e-06,0.069231295049545255,0.069231696775292562,4.017257473065694e-07
611,3.6066497761373792,3.606659506513215,9.7303758357369929e-06,0.071020721116406893,0.071021141051975101,4.1993556820774103e-07
612,3.6595288355006508,3.6595388659803731,1.0030479722367147e-05,0.072872151490631032,0.072872590674677773,4.3918404674103684e-07
613,3.7135703085553589,3.7135806517274075,1.0343172048621341e-05,0.07478842056244242,0.074788880106545413,4.5954410299309245e-07
614,3.7688121063280482,3.7688227754742014,1.0669146153219344e-05,0.07677252768594775,0.076773008780752605,4.810948048550312e-07
615,3.8252938426971355,3.825304851840464,1.1009143328521986e-05,0.078827649003000128,0.078828152924978107,5.0392197797899385e-07
616,3.8830569334696605,3.883068297426588,1.1363956927468166e-05,0.08095715028316855,0.080957678402054145,5.2811888559545217e-07
617,3.9421447026131347,3.9421564370500786,1.1734436943910964e-05,0.083164600882316586,0.083165154669301355,5.5378698476937771e-07
618,4.0026024962645756,4.0026146177591659,1.2121494590289217e-05,0.085453788934205882,0.085454369970981159,5.8103677527676645e-07
619,4.0644778052021078,4.0644903313099334,1.2526107825650001e-05,0.08782873790308468,0.087829347891832166,6.0998874748530163e-07
620,4.127820396535574,4.1278333458630883,1.2949327514277797e-05,0.090293724640527234,0.090294365414974043,6.4077444680843421e-07
621,4.1926824554534061,4.1926958477370597,1.3392283653601567e-05,0.092853299107231002,0.092853972644897781,6.7353766677880067e-07
