z_nm,psi_e1,psi_e2,psi_e3,psi_e4,psi_e5,psi_e6,psi_hh1,psi_hh2,psi_hh3,psi_hh4,psi_hh5,psi_hh6
1.225000000000000000e+01,4.471377166560326910e-01,-8.994553781290358374e-02,9.652174924111922572e-02,-3.650647359024509764e-01,-2.215822967464491089e-01,-9.709879887025621437e-02,4.963823696315229350e-01,-1.557900797867108889e-01,7.873070874276893311e-03,4.358545508759829046e-01,2.633722624986903349e-01,8.175765927772074559e-02
1.230000000000000071e+01,4.480952412840926713e-01,-8.659072706157260046e-02,8.273802898313518950e-02,-3.727198631719210176e-01,-2.170091263126891490e-01,-7.560974667389215587e-02,4.978770778159429256e-01,-1.370410781235608111e-01,5.507800236837794364e-03,4.482159892484030017e-01,2.363490415322002935e-01,6.672347660314396911e-02
1.234999999999999964e+01,4.489365186109526840e-01,-8.316782203569761389e-02,6.886550960932816268e-02,-3.795413057611209950e-01,-2.117864433518591716e-01,-5.382482519265111010e-02,4.991741623588629162e-01,-1.180771046271306829e-01,3.132771900672597608e-03,4.590249844189530637e-01,2.079344080244802662e-01,5.126565532546421833e-02
1.240000000000000036e+01,4.496613303878727042e-01,-7.967951448118062996e-02,5.491907988934712631e-02,-3.855138057438010635e-01,-2.059298794554091649e-01,-3.182928122900707119e-02,5.002731084051430521e-01,-9.892790745912356798e-02,7.521935004038593671e-04,4.682440982964631293e-01,1.782956420167902400e-01,3.548233975829345743e-02
1.244999999999999929e+01,4.502694885802527303e-01,-7.612854757596064503e-02,4.091370791758809633e-02,-3.906240040741010278e-01,-1.994569634327691965e-01,-9.709185774455921653e-03,5.011734797472729985e-01,-7.962352533548745781e-02,-1.629717496771998465e-03,4.758413995107731442e-01,1.476072301516802021e-01,1.947374083337070211e-02
1.250000000000000000e+01,4.507608354163927245e-01,-7.251771377280466502e-02,2.686442504859506281e-02,-3.948604704675810484e-01,-1.923870688472192336e-01,1.244890279577302687e-02,5.018749189985129977e-01,-6.019424040572334683e-02,-4.008741262810496149e-03,4.817905740103632373e-01,1.160498384511801512e-01,3.341499844457548971e-03
1.255000000000000071e+01,4.511352434284227053e-01,-6.884985260334268442e-02,1.278630976456002905e-02,-3.982137289679410497e-01,-1.847413560304892455e-01,3.455827743519707812e-02,5.023771477347630521e-01,-4.067053075025423708e-02,-6.380663084727693571e-03,4.860710162039031945e-01,8.380924871617910499e-02,-1.281195689037480448e-02
1.259999999999999964e+01,4.513926154853827311e-01,-6.512784844508169579e-02,-1.305528507751703123e-03,-4.006762791425110271e-01,-1.765427087494293168e-01,5.653242172032111462e-02,5.026799666050729698e-01,-2.108302257046712133e-02,-8.741280831446892816e-03,4.886679003298332602e-01,5.107526480882507158e-02,-2.888406835070355533e-02
1.265000000000000036e+01,4.515328848184227417e-01,-6.135462825315271540e-02,-1.539596561328903691e-02,-4.022426128588810768e-01,-1.678156657144793396e-01,7.828534839895316677e-02,5.027832554107529717e-01,-1.462442146394908561e-03,-1.108641239835498997e-02,4.895722318069632983e-01,1.804059525645802450e-02,-4.477278999097231149e-02
1.269999999999999929e+01,4.515560150380927285e-01,-5.753315925858072666e-02,-2.946987890081306793e-02,-4.029092266053010407e-01,-1.585863471348393505e-01,9.973193586781320397e-02,5.026869731531230512e-01,1.816043236258610416e-02,-1.341190311637798817e-02,4.887808783881332775e-01,-1.510028124444602084e-02,-6.037724163851107551e-02
1.275000000000000000e+01,4.514620001438527375e-01,-5.366644663487175199e-02,-4.351216345337710623e-02,-4.026746293271610821e-01,-1.488823765401594279e-01,1.207882612627702440e-01,5.023911580497230078e-01,3.775481919844521361e-02,-1.571363311245698585e-02,4.862965810091232077e-01,-4.815226074554405933e-02,-7.559834799876684330e-02
1.280000000000000071e+01,4.512508645255327022e-01,-4.975753113476977241e-02,-5.750774829977713110e-02,-4.015393457621510565e-01,-1.387327981027594581e-01,1.413719288582503120e-01,5.018959275192329539e-01,5.728998129082733121e-02,-1.798752460837098333e-02,4.821279442950732186e-01,-8.092076264480610459e-02,-9.033946770104761548e-02
1.284999999999999964e+01,4.509226629570927125e-01,-4.580948669903378567e-02,-7.144161258956316374e-02,-3.995059152665110802e-01,-1.281679897079094910e-01,1.614023924908503382e-01,5.012014781347929882e-01,7.673527447328444551e-02,-2.022954914498898207e-02,4.762894067575331736e-01,-1.132128752037101505e-01,-1.045070068908884042e-01
1.290000000000000036e+01,4.504774805823626993e-01,-4.182541803911380557e-02,-8.529880171426819369e-02,-3.965788861351510763e-01,-1.172195720321995288e-01,1.808012707453203749e-01,5.003080855459930421e-01,9.606019555377455499e-02,-2.243573471914698039e-02,4.688011907850830884e-01,-1.448384912396601942e-01,-1.180110134731982008e-01
1.294999999999999929e+01,4.499154328929726998e-01,-3.780845819562882876e-02,-9.906444335753022967e-02,-3.927648054281710488e-01,-1.059203139022295709e-01,1.994926536697104180e-01,4.992161043694729461e-01,1.152344301640106650e-01,-2.460217282050897875e-02,4.596892326010130758e-01,-1.756114273076302135e-01,-1.307657482332980070e-01
1.300000000000000000e+01,4.492366656983927120e-01,-3.376176607456884277e-02,-1.127237634569102642e-01,-3.880722043266710553e-01,-9.430403421688962617e-02,2.174033998194104811e-01,4.979259680481529227e-01,1.342279003126207737e-01,-2.672502535593297701e-02,4.489850924304830126e-01,-2.053505197824502804e-01,-1.426902292096278169e-01
1.305000000000000071e+01,4.484413550880926858e-01,-2.968852396315586201e-02,-1.262621020602303079e-01,-3.825115790505809743e-01,-8.240550072675166537e-02,2.344634224676505063e-01,4.964381886792129661e-01,1.530108115675008762e-01,-2.880053144910197510e-02,4.367258451883628823e-01,-2.338806913887002958e-01,-1.537087458619176283e-01
1.309999999999999964e+01,4.475297073858626740e-01,-2.559193502731788375e-02,-1.396649290594803305e-01,-3.760953673810810138e-01,-7.026032597349272935e-02,2.506059638626605413e-01,4.947533568107628787e-01,1.715536997933509999e-01,-3.082501410333897060e-02,4.229539520663328500e-01,-2.610339818997803318e-01,-1.637513397701174933e-01
1.315000000000000036e+01,4.465019590963126839e-01,-2.147522079274389803e-02,-1.529178597853503574e-01,-3.688379208403310128e-01,-5.790486070088177173e-02,2.657678564580705505e-01,4.928721412075028896e-01,1.898274773711210728e-01,-3.279488671583297155e-02,4.077171134641326966e-01,-2.866505369380004109e-01,-1.727542488122373598e-01
1.319999999999999929e+01,4.453583768434726808e-01,-1.734161861150192163e-02,-1.660066704456403808e-01,-3.607554725905409709e-01,-4.537608505628981659e-02,2.798897700945205957e-01,4.907952885852128744e-01,2.078034788267711930e-01,-3.470665943171297174e-02,3.910681037741826072e-01,-3.105795490547003657e-01,-1.806603120007972130e-01
1.325000000000000000e+01,4.440992573016726563e-01,-1.319437911621093931e-02,-1.789173133910804125e-01,-3.518661011243009451e-01,-3.271149790840086752e-02,2.929164441651105899e-01,4.885236233144129026e-01,2.254535057978813151e-01,-3.655694532672796454e-02,3.730645885919324778e-01,-3.326801455501604554e-01,-1.874193324075771327e-01
1.330000000000000071e+01,4.427249271185426660e-01,-9.036763663765158897e-03,-1.916359321919904324e-01,-3.421896898273508736e-01,-1.994900461235891986e-02,3.047969038562606814e-01,4.860580470930928598e-01,2.427498712674713843e-01,-3.834246640756896335e-02,3.537689249850223261e-01,-3.528222178065004710e-01,-1.929883958724070425e-01
1.334999999999999964e+01,4.412357428302726703e-01,-4.872041770632377054e-03,-2.041488765098704583e-01,-3.317478825042008972e-01,-7.126803558313471107e-03,3.154846596177806606e-01,4.833995385888328333e-01,2.596654429957714894e-01,-4.006005941921196578e-02,3.332479455129921941e-01,-3.708871872512605194e-01,-1.973321434723369627e-01
1.340000000000000036e+01,4.396320907691526059e-01,-7.034885417299467604e-04,-2.164427167476505043e-01,-3.205640349661708077e-01,5.716728157109577865e-03,3.249378890816106424e-01,4.805491530503028241e-01,2.761736860815716121e-01,-4.170668144898296431e-02,3.115727267457120697e-01,-3.867687034424204806e-01,-2.004229960214669315e-01
1.344999999999999929e+01,4.379143869632926012e-01,3.465617905092283936e-03,-2.285042584631005180e-01,-3.086631627900508490e-01,1.854314959419992720e-02,3.331196007173707341e-01,4.775080218884528160e-01,2.922487045867716571e-01,-4.327941531742995895e-02,2.888183430822019448e-01,-4.003732701649705406e-01,-2.022413291758168863e-01
1.350000000000000000e+01,4.360830770287625890e-01,7.631999016938164834e-03,-2.403205565298605628e-01,-2.960718853642907988e-01,3.131407102464187769e-02,3.399977785842906997e-01,4.742773522273627806e-01,3.078652821583817700e-01,-4.477547474643595732e-02,2.650636067225717873e-01,-4.116207958533505407e-01,-2.027755980316068851e-01
1.355000000000000071e+01,4.341386360539226108e-01,1.179237838409394508e-02,-2.518789290308706130e-01,-2.828183663477807919e-01,4.399126883271882449e-02,3.455455076131507264e-01,4.708584264251327589e-01,3.229989215846518769e-01,-4.619220929543495918e-02,2.403907946936316153e-01,-4.204450650992005434e-01,-2.020224104257968833e-01
1.359999999999999964e+01,4.320815684762026043e-01,1.594348431656992734e-02,-2.631669708693505916e-01,-2.689322506745807084e-01,5.653679991933377447e-02,3.497410789278607157e-01,4.672526015648627573e-01,3.376258832230219498e-01,-4.752710905696495847e-02,2.148853638738314475e-01,-4.267941284686805337e-01,-1.999865484734769383e-01
1.365000000000000036e+01,4.299124079512625651e-01,2.008205241693690468e-02,-2.741725670826006822e-01,-2.544445982453006905e-01,6.891311526644072760e-02,3.525680747947507188e-01,4.634613089159826949e-01,3.517232222397020380e-01,-4.877780910326395825e-02,1.886356550043212510e-01,-4.306306083344505486e-01,-1.966809382054469646e-01
1.369999999999999929e+01,4.276317172144925571e-01,2.420482814741388433e-02,-2.848839058444806449e-01,-2.393878144535806496e-01,8.108317232198967994e-02,3.540154328669307127e-01,4.594860533661226931e-01,3.652688246025020957e-01,-4.994209367600095650e-02,1.617325867115310956e-01,-4.319319189218205346e-01,-1.921265674986570582e-01
1.375000000000000000e+01,4.252400879350825558e-01,2.830856938922186872e-02,-2.952894911425506530e-01,-2.237955777030105897e-01,9.301054586899862309e-02,3.540774894725007282e-01,4.553284128237926609e-01,3.782414417704021425e-01,-5.101790011175295209e-02,1.342693406009308754e-01,-4.306903992736705322e-01,-1.863523528206371405e-01
1.380000000000000071e+01,4.227381405624925370e-01,3.239004899215384981e-02,-3.053781551162007002e-01,-2.077027640766805627e-01,1.046595370469395880e-01,3.527540017771207403e-01,4.509900375920526394e-01,3.906207240253822821e-01,-5.200332249624595171e-02,1.063410385127807056e-01,-4.269133583513605723e-01,-1.793949556339472506e-01
1.384999999999999964e+01,4.201265241654825178e-01,3.644605731238083346e-02,-3.151390700426607294e-01,-1.911453693277105070e-01,1.159952801991095406e-01,3.500501487342207452e-01,4.464726497134526295e-01,4.023872523944023172e-01,-5.289661504090294869e-02,7.804441305759751701e-02,-4.206230320060305727e-01,-1.712985496264073648e-01
1.390000000000000036e+01,4.174059162637624998e-01,4.047340473649581327e-02,-3.245617599579007639e-01,-1.741604283654604735e-01,1.269838472262495022e-01,3.459765108192207061e-01,4.417780422864925893e-01,4.135225691113224022e-01,-5.369619517570395351e-02,4.947747257260132897e-02,-4.118564520737805768e-01,-1.621145402448875283e-01
1.394999999999999929e+01,4.145770226522325075e-01,4.446892418979479095e-02,-3.336361119000507691e-01,-1.567859324173204172e-01,1.375923491339494376e-01,3.405490286269607370e-01,4.369080787538925370e-01,4.240092065709124558e-01,-5.440064635289395406e-02,2.073916165954413707e-02,-4.006652283651705448e-01,-1.519012383134476785e-01
1.400000000000000000e+01,4.116405772178124423e-01,4.842947362684377199e-02,-3.423523867631707573e-01,-1.390607440514803617e-01,1.477890344700994174e-01,3.337889404943707450e-01,4.318646921629225588e-01,4.338307147298224864e-01,-5.500872055655695037e-02,-8.070981520329353898e-03,-3.871152448326705131e-01,-1.407234898081078378e-01
1.405000000000000071e+01,4.085973417491424176e-01,5.235193850235776020e-02,-3.507012297498208198e-01,-1.210245102507303133e-01,1.575433843575693715e-01,3.257226993925106395e-01,4.266498843981225142e-01,4.429716869111325339e-01,-5.551934051362095168e-02,-3.685317000716524516e-02,-3.712862717046704897e-01,-1.286522641387780330e-01
1.409999999999999964e+01,4.054481057388924503e-01,5.623323422045573700e-02,-3.586736804111808063e-01,-1.027175737316502746e-01,1.668262038378393319e-01,3.163818694132006781e-01,4.212657253866725071e-01,4.514177839723426122e-01,-5.593160160236994999e-02,-6.550771366513043203e-02,-3.532714958694404550e-01,-1.157642035525682234e-01
1.415000000000000036e+01,4.021936861789623952e-01,6.007030856035971977e-02,-3.662611822638708325e-01,-8.418088270770622550e-02,1.756097092520093050e-01,3.058030022552306604e-01,4.157143522768024235e-01,4.591557567986926380e-01,-5.624477345508395454e-02,-9.393536446967462594e-02,-3.331769722737504269e-01,-1.021411365191584320e-01
1.419999999999999929e+01,3.988349273485624069e-01,6.386014407664071524e-02,-3.734555919732608920e-01,-6.545589929792917927e-02,1.838676113978992832e-01,2.940274941935506203e-01,4.099979685894624137e-01,4.661734670866526375e-01,-5.645830125196894811e-02,-1.220376602635008245e-01,-3.111209995659303673e-01,-8.786955818811766072e-02
1.425000000000000000e+01,3.953727005951523932e-01,6.759976047211467554e-02,-3.802491880933808743e-01,-4.658450678611412293e-02,1.915751942141092345e-01,2.811014240910106321e-01,4.041188433436623817e-01,4.724599063848426983e-01,-5.657180670408595152e-02,-1.497172657905909976e-01,-2.872334236587603673e-01,-7.304008121657787345e-02
1.430000000000000071e+01,3.918079041083823433e-01,7.128621694152166566e-02,-3.866346793539808813e-01,-2.760891593800807176e-02,1.987093887556591887e-01,2.670753730867905795e-01,3.980793101558623426e-01,4.780052133626227495e-01,-5.658508872353094910e-02,-1.768783098271311527e-01,-2.616548733124803294e-01,-5.774686045421111025e-02
1.434999999999999964e+01,3.881414626871423357e-01,7.491661448415565250e-02,-3.926052124859608639e-01,-8.571570585967223238e-03,2.052488422398391632e-01,2.520042266667005815e-01,3.918817663136423546e-01,4.828006892792827687e-01,-5.649812377968595201e-02,-2.034267172415013536e-01,-2.345359322379902967e-01,-4.208699513820335358e-02
1.440000000000000036e+01,3.843743274995623516e-01,7.848809818361564272e-02,-3.981543795766709359e-01,1.048494730767802856e-02,2.111739819554091790e-01,2.359469598903105036e-01,3.855286718242022515e-01,4.868388116294228296e-01,-5.631106594090495160e-02,-2.292705348334815318e-01,-2.060362525941002720e-01,-2.615991239383559652e-02
1.444999999999999929e+01,3.805074758363122811e-01,8.199785945288561029e-02,-4.032762249472209293e-01,2.951801289623407973e-02,2.164670738442291409e-01,2.189664066150004695e-01,3.790225484378122456e-01,4.901132459432928079e-01,-5.602424660156694880e-02,-2.543202498237417397e-01,-1.763236150979202166e-01,-1.006673595489284562e-02
1.450000000000000000e+01,3.765419108570622897e-01,8.544313824299160087e-02,-4.079652515445009175e-01,4.848505379017312850e-02,2.211122755795191241e-01,2.011290136201204226e-01,3.723659786469321609e-01,4.926188557234428278e-01,-5.563817389497095062e-02,-2.784890998908318149e-01,-1.455729412815202073e-01,6.090355887965706594e-03
1.455000000000000071e+01,3.724786613302122351e-01,8.882122521347958488e-02,-4.122164268408909371e-01,6.734364528132617822e-02,2.250956839823391176e-01,1.825045805934203957e-01,3.655616046610921654e-01,4.943517105022128266e-01,-5.515353179311795195e-02,-3.016933736815419764e-01,-1.139652637097901544e-01,2.220877903440466108e-02
1.459999999999999964e+01,3.683187813660221965e-01,9.212946386301956725e-02,-4.160251882354709663e-01,8.605160523675423057e-02,2.284053766340090885e-01,1.631659869971903432e-01,3.586121273581421298e-01,4.953090920072628633e-01,-5.457117889498195457e-02,-3.238527007540321634e-01,-8.168666022203810440e-02,3.818619489816441753e-02
1.465000000000000036e+01,3.640633501431521646e-01,9.536525261845756052e-02,-4.193874479508509778e-01,1.045670884500302794e-01,2.310314475601990825e-01,1.431889068828502976e-01,3.515203052121420590e-01,4.954894984257328661e-01,-5.389214690539494840e-02,-3.448903299492622754e-01,-4.892715847150306413e-02,5.392116017199517081e-02
1.469999999999999929e+01,3.597134716286721767e-01,9.852604688067354011e-02,-4.222995974204010183e-01,1.228486802389003318e-01,2.329660368796390435e-01,1.226515127700502639e-01,3.442889531984920093e-01,4.948926467599828460e-01,-5.311763880727295162e-02,-3.647333952267324264e-01,-1.587961721185002228e-02,6.931377090832292753e-02
1.475000000000000000e+01,3.552702742917021039e-01,1.016093610256395274e-01,-4.247585111611810182e-01,1.408554890799703918e-01,2.342033543289590569e-01,1.016341697489602097e-01,3.369209416765019949e-01,4.935194732716028376e-01,-5.224902673038794854e-02,-3.833131680436525635e-01,1.726140908330502446e-02,8.426629682625770557e-02
1.480000000000000071e+01,3.507349108106120883e-01,1.046127703590695179e-01,-4.267615501283910096e-01,1.585472380731904052e-01,2.347396965930090562e-01,8.021912100280816083e-02,3.294191952501419607e-01,4.913721320127028558e-01,-5.128784952048295182e-02,-4.005652954034926716e-01,5.030081558376106599e-02,9.868380181762248515e-02
1.484999999999999964e+01,3.461085577740420360e-01,1.075339130232294965e-01,-4.283065645477009964e-01,1.758843550316304682e-01,2.345734583889890479e-01,5.849016598122812327e-02,3.217866916070918903e-01,4.884539914469028243e-01,-5.023581001303496080e-02,-4.164300227493327733e-01,8.304409570611410996e-02,1.124747467123082822e-01
1.490000000000000036e+01,3.413924153756220381e-01,1.103704918542294799e-01,-4.293918962225810043e-01,1.928280609949005187e-01,2.337051372710790553e-01,3.653233248375907516e-02,3.140264603368518315e-01,4.847696291653627587e-01,-4.909477201648195649e-02,-4.308524009300928603e-01,1.152984861951901474e-01,1.255515704759180839e-01
1.494999999999999929e+01,3.365877071026219802e-01,1.131202761885394675e-01,-4.300163803139009921e-01,2.093404569683805505e-01,2.321373321412190938e-01,1.443154393668003195e-02,3.061415817281717966e-01,4.803248247060427634e-01,-4.786675701027695573e-02,-4.437824765226429657e-01,1.468741019423202010e-01,1.378312461494978769e-01
1.500000000000000000e+01,3.316956794185619839e-01,1.157811036171294550e-01,-4.301793465901210256e-01,2.253846086941506122e-01,2.298747354705990842e-01,-7.725716834842516825e-03,2.981351855463917899e-01,4.751265504875527013e-01,-4.655394056360295796e-02,-4.551754648507630452e-01,1.775850538596302486e-01,1.492358080017377187e-01
1.505000000000000071e+01,3.267176014398319173e-01,1.183508816859994428e-01,-4.298806201466709997e-01,2.409246292640506437e-01,2.269241192549790731e-01,-2.985274602359106258e-02,2.900104497911317192e-01,4.691829608717327238e-01,-4.515864848110295870e-02,-4.649919051015831140e-01,2.072505432293802741e-01,1.596928465465475566e-01
1.509999999999999964e+01,3.216547646064619181e-01,1.208275895416494328e-01,-4.291205215936009787e-01,2.559257593900406413e-01,2.232943147459591215e-01,-5.186295812187011189e-02,2.817705994348816412e-01,4.625033793722026498e-01,-4.368335268245395614e-02,-4.731977970022431812e-01,2.356959260856703042e-01,1.691359682830474165e-01
1.515000000000000036e+01,3.165084823470719066e-01,1.232092795202994334e-01,-4.278998667115109789e-01,2.703544451523907099e-01,2.189961860188791021e-01,-7.367022474015415268e-02,2.734189051428216333e-01,4.550982840288125830e-01,-4.213066682307496646e-02,-4.797647185834132411e-01,2.627537413624803087e-01,1.775052172391372862e-01
1.519999999999999929e+01,3.112800897381619025e-01,1.254940786794394303e-01,-4.262199655760209871e-01,2.841784130517007734e-01,2.140425974564491296e-01,-9.518921163698119969e-02,2.649586819746615474e-01,4.469792909711425288e-01,-4.050334166373696643e-02,-4.846699246217932022e-01,2.882646967552103812e-01,1.847474556420771741e-01
1.525000000000000000e+01,3.059709431577418148e-01,1.276801902707894176e-01,-4.240826211517009781e-01,2.973667421969907743e-01,2.084483752453791805e-01,-1.163357126412602471e-01,2.563932880687515015e-01,4.381591361966625797e-01,-3.880426019727896414e-02,-4.878964254205632733e-01,3.120786064918403824e-01,1.908167012991370814e-01
1.530000000000000071e+01,3.005824199334517499e-01,1.297658951531893978e-01,-4.214901273570609841e-01,3.098899334682708173e-01,2.022302630013392000e-01,-1.370269791603302700e-01,2.477261233091514747e-01,4.286516555921425220e-01,-3.703643254105096205e-02,-4.894330456549833008e-01,3.340552754928804435e-01,1.956744195463170077e-01
1.534999999999999964e+01,2.951159179852417824e-01,1.317495531445293799e-01,-4.184452666025509915e-01,3.217199754989708560e-01,1.954068716549492157e-01,-1.571820439842903372e-01,2.389606279760714269e-01,4.184717632298024514e-01,-3.520299060415096187e-02,-4.892744630793232630e-01,3.540653247151004379e-01,1.992897679114069565e-01
1.540000000000000036e+01,2.895728554627517437e-01,1.336296043115993981e-01,-4.149513068043309549e-01,3.328304073306708744e-01,1.879986237489592593e-01,-1.767220381196803747e-01,2.301002813803313674e-01,4.076354279720723062e-01,-3.330718253888797359e-02,-4.874212269610032067e-01,3.719909528200204818e-01,2.016397919380669146e-01
1.544999999999999929e+01,2.839546703773617176e-01,1.354045701967593607e-01,-4.110119978769909421e-01,3.431963775998408961e-01,1.800276923131392814e-01,-1.955704994125404272e-01,2.211486004823313145e-01,3.961596484217522751e-01,-3.135236698630597396e-02,-4.838797561781532086e-01,3.877266296832604930e-01,2.027095709275068824e-01
1.550000000000000000e+01,2.782628202291616559e-01,1.370730549806593590e-01,-4.066315677088809255e-01,3.527947001244109426e-01,1.715179344999893107e-01,-2.136536717532704355e-01,2.121091384960012427e-01,3.840624262569122260e-01,-2.934200712596997385e-02,-4.786623169871831451e-01,4.011797176618105421e-01,2.024923126725668987e-01
1.555000000000000071e+01,2.724987816288216291e-01,1.386337465798193613e-01,-4.018147176245409624e-01,3.616039057656609268e-01,1.624948201798093739e-01,-2.309007936923704873e-01,2.029854834784712014e-01,3.713627379921821681e-01,-2.727966454054597464e-02,-4.717869805372431613e-01,4.122710169619705489e-01,2.009893965825169104e-01
1.559999999999999964e+01,2.666640499145616072e-01,1.400854176785093219e-01,-3.965666173389609250e-01,3.696042904495410175e-01,1.529853557088994009e-01,-2.472443753379005293e-01,1.937812569058311452e-01,3.580805052109820585e-01,-2.516899290604697817e-02,-4.632775602789631075e-01,4.209352318971305573e-01,1.982103649250269717e-01
1.565000000000000036e+01,2.607601387641515500e-01,1.414269266938593395e-01,-3.908928994091409037e-01,3.767779592399009836e-01,1.430180030989894047e-01,-2.626204624507905705e-01,1.845001122356210721e-01,3.442365633151420190e-01,-2.301373151893397820e-02,-4.531635294840630213e-01,4.271213552906205635e-01,1.941728622406670435e-01
1.569999999999999929e+01,2.547885798022915815e-01,1.426572186736093373e-01,-3.847996531889508742e-01,3.831088663652210125e-01,1.326225948298994650e-01,-2.769688867049006076e-01,1.751457334567010360e-01,3.298526288411118834e-01,-2.081769867151498157e-02,-4.414799191615329521e-01,4.307929687604705737e-01,1.889025233147271221e-01
1.575000000000000000e+01,2.486573110723915014e-01,1.437995404282793321e-01,-3.781965363301209027e-01,3.886899739376210583e-01,1.216512175170595123e-01,-2.904694804999806146e-01,1.657448928322109716e-01,3.149939253898318414e-01,-1.858782570677098428e-02,-4.283224786659828309e-01,4.319786186862805688e-01,1.824566847687371929e-01
1.580000000000000071e+01,2.422892174642414520e-01,1.448822895550693213e-01,-3.710008899373808955e-01,3.936010267334010271e-01,1.099474125648195605e-01,-3.032700455563306918e-01,1.563610129564909079e-01,2.997970426292217438e-01,-1.633495723258598584e-02,-4.138903996497527715e-01,4.308248981155905488e-01,1.749422651914973037e-01
1.584999999999999964e+01,2.357176558831614033e-01,1.459190318545593168e-01,-3.632488623012308238e-01,3.978314425787010666e-01,9.753945600083560596e-02,-3.152867300449206933e-01,1.470666003522508591e-01,2.844193815080716670e-01,-1.406969698902298810e-02,-3.984219705225326424e-01,4.275422421212605739e-01,1.664864401949974482e-01
1.590000000000000036e+01,2.289752686660013470e-01,1.469242206423893027e-01,-3.549772733044108119e-01,4.013741028014710666e-01,8.445822643475967006e-02,-3.264388019456006540e-01,1.379253538025208004e-01,2.690038983751015800e-01,-1.180052811712298949e-02,-3.821437201876225487e-01,4.223491910599805332e-01,1.572137946679675879e-01
1.594999999999999929e+01,2.220937876423913215e-01,1.479131449289793065e-01,-3.462232562265208369e-01,4.042251958238510801e-01,7.073695600831171604e-02,-3.366490493852607457e-01,1.289924025497207472e-01,2.536789257258714181e-01,-9.533801195699291575e-03,-3.652686298470724235e-01,4.154685112125205415e-01,1.472444512809177597e-01
1.600000000000000000e+01,2.151038865492712893e-01,1.489019009208893130e-01,-3.370239574128607862e-01,4.063840906438910827e-01,5.641098866734677725e-02,-3.458441938259507187e-01,1.203146463444107056e-01,2.385582494538713849e-01,-7.273736964490294318e-03,-3.479947882972023177e-01,4.071237194589305552e-01,1.366924547773179233e-01
1.605000000000000071e+01,2.080350777523812533e-01,1.499073881924593010e-01,-3.274162901597207909e-01,4.078532438038411367e-01,4.151753999069683621e-02,-3.539553200732807325e-01,1.119311778163406546e-01,2.237414077179613048e-01,-5.022438708523696040e-03,-3.305044585243522293e-01,3.975360312292505749e-01,1.256644065103680874e-01
1.610000000000000142e+01,2.009156488878912072e-01,1.509473318540393016e-01,-3.174367381494206941e-01,4.086381422217610915e-01,2.609545172744889494e-02,-3.609183254349307979e-01,1.038737689018906091e-01,2.093141772617412300e-01,-2.779909319566397329e-03,-3.129635196856521140e-01,3.869217400593404910e-01,1.142583384126382579e-01
1.614999999999999858e+01,1.937726348505011686e-01,1.520403321060592727e-01,-3.071212029288407086e-01,4.087472830583611105e-01,1.018493326781095935e-02,-3.666743884470107795e-01,9.616740452648256388e-02,1.953492143909611456e-01,-5.440681131684795609e-04,-2.955212461849619499e-01,3.754900275824905043e-01,1.025628111818384369e-01
1.619999999999999929e+01,1.866318205061711089e-01,1.532059427265292650e-01,-2.965048892593706853e-01,4.081921906281711365e-01,-6.172718484631775464e-03,-3.711704554491507824e-01,8.883084834403952301e-02,1.819068197053110569e-01,1.689237454434398432e-03,-2.783103843863818372e-01,3.634411947402305110e-01,9.065621789464460567e-02
1.625000000000000000e+01,1.795177695859510869e-01,1.544647803010592846e-01,-2.856222216650306511e-01,4.069874692712611153e-01,-2.293542995161490863e-02,-3.743597409796107778e-01,8.187722702198849123e-02,1.690357979726509752e-01,3.926229974632196827e-03,-2.614474873975417002e-01,3.509652983987704422e-01,7.860627146787779740e-02
1.630000000000000071e+01,1.724538754080810199e-01,1.558386663823592699e-01,-2.745067851589506613e-01,4.051508901054510781e-01,-4.006070194241283938e-02,-3.762022355402007689e-01,7.531462127988244881e-02,1.567743871173409298e-01,6.175214967301194922e-03,-2.450334691503116280e-01,3.382411723740504361e-01,6.646965230145399084e-02
1.635000000000000142e+01,1.654624293663909951e-01,1.573508052724992834e-01,-2.631912829238706175e-01,4.027035087062310614e-01,-5.750601067564777014e-02,-3.766652118151307960e-01,6.914665360161739716e-02,1.451512330723808419e-01,8.446613274416392772e-03,-2.291543405559515190e-01,3.254358080347004578e-01,5.429179097795316933e-02
1.639999999999999858e+01,1.585647035030009477e-01,1.590260007752692384e-01,-2.517075036472106175e-01,3.996698100419210364e-01,-7.522926855437570004e-02,-3.757237179921708026e-01,6.337306421068737705e-02,1.341863901322807862e-01,1.075301788779698883e-02,-2.138820926733514260e-01,3.127040670822104351e-01,4.210675996936635163e-02
1.644999999999999929e+01,1.517810439439509218e-01,1.608909160887892487e-01,-2.400862912522905568e-01,3.960778764553010700e-01,-9.318935439934662723e-02,-3.733610445089007857e-01,5.799026849807333711e-02,1.238923293668207221e-01,1.310928031994198703e-02,-1.992756944657413376e-01,3.001886977014803781e-01,2.993724781550554173e-02
1.650000000000000000e+01,1.451309725096008585e-01,1.629743820299492385e-01,-2.283575099099005301e-01,3.919595741628210672e-01,-1.113467226402995586e-01,-3.695691484168407981e-01,5.299189060270031310e-02,1.142749405555006648e-01,1.553263191973998543e-02,-1.853821757113112145e-01,2.880206249237003968e-01,1.779458909198172734e-02
