z_nm,psi_e1,psi_e2,psi_e3,psi_e4,psi_e5,psi_e6,psi_hh1,psi_hh2,psi_hh3,psi_hh4,psi_hh5,psi_hh6
2.089999999999999858e+01,1.944665502067111779e-02,3.639303984673882830e-01,1.578316509980503546e-01,-1.928768823076505157e-01,4.693460465613580879e-01,-2.432208745884504864e-01,9.852399973644958460e-04,2.625121784448015277e-02,2.758547330292298039e-01,1.711117224257811473e-02,-1.903626171996802563e-01,4.877417406743125294e-01
2.094999999999999929e+01,1.864642774828611030e-02,3.513843962473283122e-01,1.530198298656003653e-01,-1.908464788986904970e-01,4.731146435385480964e-01,-2.541248099087205503e-01,9.076768429933053167e-04,2.434776124677014153e-02,2.561634523055997814e-01,1.606217528554110610e-02,-1.819902395101402615e-01,4.681667466458228621e-01
2.100263039823400035e+01,1.780814642552710700e-02,3.380446898561684232e-01,1.478482755675003257e-01,-1.883498808328605001e-01,4.758908736008681251e-01,-2.648517765821105652e-01,8.307282684074349284e-04,2.243937601402012927e-02,2.363819336086697698e-01,1.498800399811810007e-02,-1.730418809667702285e-01,4.469799227919431517e-01
2.105802957460100089e+01,1.693305040068410205e-02,3.239082842566485265e-01,1.423090070347203251e-01,-1.853389451257805021e-01,4.774823658635480861e-01,-2.752408850296005349e-01,7.549791255822644459e-04,2.054097701522911851e-02,2.166653163265397919e-01,1.389716327811209122e-02,-1.635820601661602258e-01,4.243266366907235132e-01
2.111634318888100026e+01,1.602305635883409865e-02,3.089831663315685817e-01,1.363982150534703008e-01,-1.817652866310704718e-01,4.776794957584581391e-01,-2.851015918578805874e-01,6.810440062674440360e-04,1.866869453608310803e-02,1.971822747674198406e-01,1.279938198966808563e-02,-1.536943144142002005e-01,4.004031841356838206e-01
2.117772456372199841e+01,1.508087334615808989e-02,2.932909584719186058e-01,1.301175098958803067e-01,-1.775819261812904837e-01,4.762580824502781196e-01,-2.942120223588206018e-01,6.095563604277935438e-04,1.683963582147609758e-02,1.781126225757498349e-01,1.170553416033807796e-02,-1.434819418555701998e-01,3.754596837950642252e-01
2.124233508776299928e+01,1.411013339903108461e-02,2.768700821918487209e-01,1.234754471751302873e-01,-1.727456045649104766e-01,4.729842668345181078e-01,-3.023186910352406165e-01,5.411561217613031823e-04,1.507159438741108651e-02,1.596443478212698497e-01,1.062751639275207050e-02,-1.330682327065501602e-01,3.498017083500846169e-01
2.131034463997099948e+01,1.311554002372207831e-02,2.597795229501387859e-01,1.164893869684002770e-01,-1.672199554116004516e-01,4.676224009673881077e-01,-3.091384671905006432e-01,4.764766429641028407e-04,1.338272438270307792e-02,1.419702520543998647e-01,9.578087388224264254e-03,-1.225961612038501680e-01,3.237905296580550485e-01
2.138193203630000028e+01,1.210303676150207251e-02,2.421032920338388739e-01,1.091877455754302478e-01,-1.609797650789804302e-01,4.599469880517881859e-01,-3.143639294119106586e-01,4.161321953487324629e-04,1.179120989771006815e-02,1.252844999642298840e-01,8.570683895293156399e-03,-1.122275943475401494e-01,2.978420622427954689e-01
2.145728549984699995e+01,1.108717080414706527e-02,2.240808992681489475e-01,1.016643690911502307e-01,-1.540596051704104241e-01,4.498063282275782115e-01,-3.176243290294106791e-01,3.606100902444020983e-04,1.031222533284205899e-02,1.097503776521399077e-01,7.617265908181251356e-03,-1.021168743860401407e-01,2.723579844777858638e-01
2.153660315574400030e+01,1.009493193359806140e-02,2.061808883220190292e-01,9.411057253851921878e-02,-1.465895891996903955e-01,4.371863713559682729e-01,-3.184766214592406608e-01,3.100248759388818647e-04,8.950812753392352675e-03,9.542433696035991508e-02,6.722975064815044782e-03,-9.233863817998512469e-02,2.475332196800361928e-01
2.162009355208099848e+01,9.128243285429755646e-03,1.884305462356690997e-01,8.653413055494220407e-02,-1.385307088568003553e-01,4.218070582127483314e-01,-3.165078940431806931e-01,2.642634920169615567e-04,7.705676020376144193e-03,8.229571581851892470e-02,5.888507041429739269e-03,-8.291200914865710925e-02,2.234164398841665955e-01
2.170797620824099994e+01,8.188595427159248846e-03,1.708514934449892053e-01,7.894089119164918178e-02,-1.298427647746403235e-01,4.033786243281083927e-01,-3.112799021943106759e-01,2.231638357231213125e-04,6.574261339441438146e-03,7.034077363056592813e-02,5.113851913359833933e-03,-7.385104381586009292e-02,2.000449600230269354e-01
2.180048219207199978e+01,7.276938037861343557e-03,1.534578440185492831e-01,7.133407863093917112e-02,-1.204847674813203234e-01,3.816072074119785107e-01,-3.023381732341106076e-01,1.865163512893310807e-04,5.552747672379232391e-03,5.952249857843494585e-02,4.398238485167129189e-03,-6.516369104779208554e-02,1.774420334969072921e-01
2.189785472743400163e+01,6.393553553649438531e-03,1.362540055084193735e-01,6.371344855127014650e-02,-1.104154753738102873e-01,3.562025782377485350e-01,-2.892254573461506273e-01,1.540660145123808923e-04,4.636043869802227053e-03,4.979047625372595709e-02,3.740076124373124811e-03,-5.685059979108907785e-02,1.556137120186176226e-01
2.200034983369799946e+01,5.537907629212633284e-03,1.192320314643194462e-01,5.607426263784113379e-02,-9.959409933844726170e-02,3.268884611495486703e-01,-2.715005547442805311e-01,1.255143138567407454e-04,3.817783069894322041e-03,4.108072219914496448e-02,3.136888871297820788e-03,-4.890372364373006542e-02,1.345451401629779442e-01
2.210823699889299832e+01,4.708469003750528382e-03,1.023684089873995312e-01,4.840603844724410826e-02,-8.798120840345823035e-02,2.934159577140488251e-01,-2.487636125784705166e-01,1.005206295189005968e-04,3.090299577803517616e-03,3.331532513136697266e-02,2.585233400652217281e-03,-4.130464496454005346e-02,1.141960961690282467e-01
2.222179988826500008e+01,3.902488101669623205e-03,8.562012066386259779e-02,4.069101673933109981e-02,-7.553987591186921147e-02,2.555806171378189884e-01,-2.206889689164004686e-01,7.870212841287945740e-05,2.444565802939614209e-03,2.640166751030597475e-02,2.080587761021513663e-03,-3.402250397225305145e-02,9.449550547849355775e-02
2.234133709010999880e+01,3.115719006729018685e-03,6.891975970968168552e-02,3.290226899303807379e-02,-6.223711100022116804e-02,2.132436964272991509e-01,-1.870664724989603844e-01,5.963087486351835052e-05,1.870055589398710852e-03,2.023087222353398343e-02,1.617190981598110857e-03,-2.701136413317503301e-02,7.533453064674285049e-02
2.246716290084900081e+01,2.342062677949813699e-03,5.216939183935875857e-02,2.500134101559705821e-02,-4.804562541134712456e-02,1.663581030423393337e-01,-1.478518561651203100e-01,4.282621623895625177e-05,1.354483254563107865e-03,1.467494597535198668e-02,1.187803436254107788e-03,-2.020676618266502647e-02,5.655766345189913030e-02
2.259960815139600143e+01,1.573099465123809371e-03,3.523273663083883317e-02,1.693529133907603970e-02,-3.294599047554409160e-02,1.149993875202595384e-01,-1.032260994791302233e-01,2.773948860735716329e-05,8.833411830876750645e-04,9.581813682798390533e-03,7.833423892712652013e-04,-1.352110736347601760e-02,3.795098652206541773e-02
2.273902107700699915e+01,7.974646821909747241e-04,1.792506950013491793e-02,8.632931186454721392e-03,-1.692924289950704583e-02,5.940191992363876711e-02,-5.366267386416711388e-02,1.372643722131108197e-05,4.391166583296125326e-04,4.766999600447895460e-03,3.923232938431725904e-04,-6.837311435102609754e-03,1.922639360772570444e-02
2.288576823288499895e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
