wavelength_nm,chi2_real,chi2_imag,chi2_magnitude
1.687000000000000000e+03,7.302596025661475032e+00,-1.196222441959141347e-01,7.303575712985608703e+00
1.688000000000000000e+03,7.284467355115564757e+00,-1.207949114006598712e-01,7.285468829002335056e+00
1.689000000000000000e+03,7.266189097937957087e+00,-1.218264257292268615e-01,7.267210309671682467e+00
1.690000000000000000e+03,7.247781008272977665e+00,-1.227311996435084263e-01,7.248820075794983886e+00
1.691000000000000000e+03,7.229261020987262754e+00,-1.235218658511055556e-01,7.230316214447964462e+00
1.692000000000000000e+03,7.210645440521822103e+00,-1.242095395808119340e-01,7.211715168990037839e+00
1.693000000000000000e+03,7.191949108135410107e+00,-1.248040362740974740e-01,7.193031907442093420e+00
1.694000000000000000e+03,7.173185550015595879e+00,-1.253140531984962280e-01,7.174280071678383663e+00
1.695000000000000000e+03,7.154367108517591944e+00,-1.257473217045385894e-01,7.155472109676218828e+00
1.696000000000000000e+03,7.135505058560116964e+00,-1.261107354686957227e-01,7.136619392845429566e+00
1.697000000000000000e+03,7.116609710979773240e+00,-1.264104589923921440e-01,7.117732320237554866e+00
1.698000000000000000e+03,7.097690504432196512e+00,-1.266520197884854482e-01,7.098820411224915361e+00
1.699000000000000000e+03,7.078756087233248451e+00,-1.268403870270722045e-01,7.079892388046795659e+00
1.700000000000000000e+03,7.059814390358745584e+00,-1.269800388909525235e-01,7.060956249446187272e+00
1.701000000000000000e+03,7.040872692666638955e+00,-1.270750204764943270e-01,7.042019336466484702e+00
1.702000000000000000e+03,7.021937679269306010e+00,-1.271289937444629037e-01,7.023088391341268277e+00
1.703000000000000000e+03,7.003015493865252239e+00,-1.271452807594004031e-01,7.004169610291870463e+00
1.704000000000000000e+03,6.984111785735759526e+00,-1.271269012416202382e-01,6.985268690943279957e+00
1.705000000000000000e+03,6.965231752022435607e+00,-1.270766052820195280e-01,6.966390874979060399e+00
1.706000000000000000e+03,6.946380175823716918e+00,-1.269969019283527789e-01,6.947540986577633859e+00
1.707000000000000000e+03,6.927561460580764496e+00,-1.268900842359249881e-01,6.928723467104260791e+00
1.708000000000000000e+03,6.908779661164970776e+00,-1.267582512806827155e-01,6.909942406474493204e+00
1.709000000000000000e+03,6.890038512028117346e+00,-1.266033275543869685e-01,6.891201571553286165e+00
1.710000000000000000e+03,6.871341452732724342e+00,-1.264270800968085307e-01,6.872504431910166467e+00
1.711000000000000000e+03,6.852691651141614493e+00,-1.262311336661083860e-01,6.853854183211998574e+00
1.712000000000000000e+03,6.834092024512498753e+00,-1.260169842037414667e-01,6.835253768501440064e+00
1.713000000000000000e+03,6.815545258714686305e+00,-1.257860108127699106e-01,6.816705897580181528e+00
1.714000000000000000e+03,6.797053825759591383e+00,-1.255394864370031061e-01,6.798213064690453500e+00
1.715000000000000000e+03,6.778619999814830877e+00,-1.252785874019441137e-01,6.779777564666192191e+00
1.716000000000000000e+03,6.760245871852574417e+00,-1.250044019561607767e-01,6.761401507705943281e+00
1.717000000000000000e+03,6.741933363065652607e+00,-1.247179379327749416e-01,6.743086832902269734e+00
1.718000000000000000e+03,6.723684237170698630e+00,-1.244201296346972019e-01,6.724835320648085535e+00
1.719000000000000000e+03,6.705500111703988075e+00,-1.241118440335473583e-01,6.706648604026574922e+00
1.720000000000000000e+03,6.687382468404919678e+00,-1.237938863604856332e-01,6.688528179280528896e+00
1.721000000000000000e+03,6.669332662771434883e+00,-1.234670051572013955e-01,6.670475415446219358e+00
1.722000000000000000e+03,6.651351932863254213e+00,-1.231318968466747210e-01,6.652491563228382532e+00
1.723000000000000000e+03,6.633441407420745506e+00,-1.227892098759471168e-01,6.634577763184788424e+00
1.724000000000000000e+03,6.615602113360384173e+00,-1.224395484767530490e-01,6.616735053281910695e+00
1.725000000000000000e+03,6.597834982701557216e+00,-1.220834760843342442e-01,6.598964375876966493e+00
1.726000000000000000e+03,6.580140858974155016e+00,-1.217215184499851888e-01,6.581266584176248102e+00
1.727000000000000000e+03,6.562520503151358042e+00,-1.213541664787085306e-01,6.563642448214535463e+00
1.728000000000000000e+03,6.544974599147807659e+00,-1.209818788197615791e-01,6.546092660396181984e+00
1.729000000000000000e+03,6.527503758919526611e+00,-1.206050842346957225e-01,6.528617840634555414e+00
1.730000000000000000e+03,6.510108527198450012e+00,-1.202241837647487349e-01,6.511218541122995696e+00
1.731000000000000000e+03,6.492789385891305720e+00,-1.198395527170312003e-01,6.493895250767309335e+00
1.732000000000000000e+03,6.475546758170023232e+00,-1.194515424868212716e-01,6.476648399307220139e+00
1.733000000000000000e+03,6.458381012278146649e+00,-1.190604822314308420e-01,6.459478361151470338e+00
1.734000000000000000e+03,6.441292465075653340e+00,-1.186666804094476668e-01,6.442385458949176247e+00
1.735000000000000000e+03,6.424281385342537121e+00,-1.182704261977349375e-01,6.425369966917984677e+00
1.736000000000000000e+03,6.407347996859693140e+00,-1.178719907972641534e-01,6.408432113947718278e+00
1.737000000000000000e+03,6.390492481284154813e+00,-1.174716286377437968e-01,6.391572086496726257e+00
1.738000000000000000e+03,6.373714980834049193e+00,-1.170695784899956765e-01,6.374790031296419635e+00
1.739000000000000000e+03,6.357015600797500277e+00,-1.166660644941328456e-01,6.358086057878373332e+00
1.740000000000000000e+03,6.340394411878515157e+00,-1.162612971108151066e-01,6.341460240937113468e+00
1.741000000000000000e+03,6.323851452391569872e+00,-1.158554740021367491e-01,6.324912622540426632e+00
1.742000000000000000e+03,6.307386730316042467e+00,-1.154487808480782612e-01,6.308443214198429239e+00
1.743000000000000000e+03,6.291000225220319209e+00,-1.150413921038910131e-01,6.292051998801290402e+00
1.744000000000000000e+03,6.274691890064893585e+00,-1.146334717032802819e-01,6.275738932435039885e+00
1.745000000000000000e+03,6.258461652892919780e+00,-1.142251737117968985e-01,6.259503946083960102e+00
1.746000000000000000e+03,6.242309418415990407e+00,-1.138166429344489722e-01,6.243346947227412791e+00
1.747000000000000000e+03,6.226235069502380703e+00,-1.134080154811778623e-01,6.227267821338400289e+00
1.748000000000000000e+03,6.210238468574392101e+00,-1.129994192935171032e-01,6.211266433290547617e+00
1.749000000000000000e+03,6.194319458920896970e+00,-1.125909746354601532e-01,6.195342628679663122e+00
1.750000000000000000e+03,6.178477865930784851e+00,-1.121827945512959696e-01,6.179496235065602860e+00
1.751000000000000000e+03,6.162713498252545108e+00,-1.117749852929300763e-01,6.163727063139749163e+00
1.752000000000000000e+03,6.147026148884783048e+00,-1.113676467189988889e-01,6.148034907822906625e+00
1.753000000000000000e+03,6.131415596202276497e+00,-1.109608726678815022e-01,6.132419549298282035e+00
1.754000000000000000e+03,6.115881604921599823e+00,-1.105547513065445464e-01,6.116880753983590324e+00
1.755000000000000000e+03,6.100423927010294456e+00,-1.101493654569842551e-01,6.101418275446314432e+00
1.756000000000000000e+03,6.085042302543101300e+00,-1.097447929018977170e-01,6.086031855265640722e+00
1.757000000000000000e+03,6.069736460508607045e+00,-1.093411066710677365e-01,6.070721223844461889e+00
1.758000000000000000e+03,6.054506119569433409e+00,-1.089383753098424473e-01,6.055486101174609281e+00
1.759000000000000000e+03,6.039350988778743101e+00,-1.085366631309610808e-01,6.040326197558074206e+00
1.760000000000000000e+03,6.024270768255957087e+00,-1.081360304508968140e-01,6.025241214287183844e+00
1.761000000000000000e+03,6.009265149823891150e+00,-1.077365338117845794e-01,6.010230844285910479e+00
1.762000000000000000e+03,5.994333817609931891e+00,-1.073382261899225448e-01,5.995294772714988341e+00
1.763000000000000000e+03,5.979476448613176842e+00,-1.069411571917570775e-01,5.980432677542752096e+00
1.764000000000000000e+03,5.964692713239725386e+00,-1.065453732381984736e-01,5.965644230083918309e+00
1.765000000000000000e+03,5.949982275808000765e+00,-1.061509177380420277e-01,5.950929095508194600e+00
1.766000000000000000e+03,5.935344795025754294e+00,-1.057578312512176405e-01,5.936286933320380044e+00
1.767000000000000000e+03,5.920779924440497943e+00,-1.053661516425343364e-01,5.921717397813710093e+00
1.768000000000000000e+03,5.906287312864951566e+00,-1.049759142265386663e-01,5.907220138498072259e+00
1.769000000000000000e+03,5.891866604778837058e+00,-1.045871519040591641e-01,5.892794800504383979e+00
1.770000000000000000e+03,5.877517440708434293e+00,-1.041998952909716919e-01,5.878441024966608808e+00
1.771000000000000000e+03,5.863239457585185832e+00,-1.038141728396737712e-01,5.864158449382673943e+00
1.772000000000000000e+03,5.849032289084485470e+00,-1.034300109537336920e-01,5.849946707955448133e+00
1.773000000000000000e+03,5.834895565945844353e+00,-1.030474340961355373e-01,5.835805431914971031e+00
1.774000000000000000e+03,5.820828916275369025e+00,-1.026664648915196765e-01,5.821734249822883456e+00
1.775000000000000000e+03,5.806831965831660725e+00,-1.022871242227871569e-01,5.807732787860178547e+00
1.776000000000000000e+03,5.792904338295924660e+00,-1.019094313224116616e-01,5.793800670099050087e+00
1.777000000000000000e+03,5.779045655527283110e+00,-1.015334038587802357e-01,5.779937518759862947e+00
1.778000000000000000e+03,5.765255537804033104e+00,-1.011590580178619581e-01,5.766142954453967739e+00
1.779000000000000000e+03,5.751533604051607185e+00,-1.007864085804826559e-01,5.752416596413147509e+00
1.780000000000000000e+03,5.737879472057989538e+00,-1.004154689954652041e-01,5.738758062706430074e+00
1.781000000000000000e+03,5.724292758677269610e+00,-1.000462514488813515e-01,5.725166970444966807e+00
1.782000000000000000e+03,5.710773080021936288e+00,-9.967876692964036667e-02,5.711642935975588919e+00
1.783000000000000000e+03,5.697320051644554795e+00,-9.931302529162579218e-02,5.698185575063669184e+00
1.784000000000000000e+03,5.683933288709335230e+00,-9.894903531258336660e-02,5.684794503065824678e+00
1.785000000000000000e+03,5.670612406154212692e+00,-9.858680474994045706e-02,5.671469335093056507e+00
1.786000000000000000e+03,5.657357018843867102e+00,-9.822634039373621950e-02,5.658209686164795471e+00
1.787000000000000000e+03,5.644166741714142788e+00,-9.786764811682470422e-02,5.645015171354277328e+00
1.788000000000000000e+03,5.631041189908454925e+00,-9.751073292249963498e-02,5.631885405925861399e+00
1.789000000000000000e+03,5.617979978906419092e+00,-9.715559898969187980e-02,5.618820005464528755e+00
1.790000000000000000e+03,5.604982724645218184e+00,-9.680224971586758043e-02,5.605818585998068926e+00
1.791000000000000000e+03,5.592049043634079730e+00,-9.645068775775796077e-02,5.592880764112333480e+00
1.792000000000000000e+03,5.579178553062173584e+00,-9.610091507003552802e-02,5.580006157059885119e+00
1.793000000000000000e+03,5.566370870900309242e+00,-9.575293294205304562e-02,5.567194382862384217e+00
1.794000000000000000e+03,5.553625615996702791e+00,-9.540674203274478182e-02,5.554445060407030788e+00
1.795000000000000000e+03,5.540942408167185640e+00,-9.506234240379468625e-02,5.541757809537409152e+00
1.796000000000000000e+03,5.528320868280105493e+00,-9.471973355115670401e-02,5.529132251138988430e+00
1.797000000000000000e+03,5.515760618336112309e+00,-9.437891443502319233e-02,5.516568007219480485e+00
1.798000000000000000e+03,5.503261281543264438e+00,-9.403988350831522791e-02,5.504064700984488745e+00
1.799000000000000000e+03,5.490822482387500258e+00,-9.370263874378045865e-02,5.491621956908502966e+00
1.800000000000000000e+03,5.478443846698858977e+00,-9.336717765976285111e-02,5.479239400801605875e+00
