wavelength_nm,demo21_chi_real_pm_per_V,demo21_chi_imag_pm_per_V,demo21_chi_abs_pm_per_V,demo21_phase_rad,demo21_phase_deg,hybrid_chi_real_pm_per_V,hybrid_chi_imag_pm_per_V,hybrid_chi_abs_pm_per_V,hybrid_phase_rad,hybrid_phase_deg
523.0,1.4752037689705593,0.0158812381573028,1.4752892508624715,0.010765038034276364,0.6167912456618437,34.42063244005562,19.691972493153887,39.655437436050796,0.5196505604926402,29.77378393783596
524.0,1.4920027758230123,0.01618601978841873,1.4920905704078977,0.010848092990212683,0.6215499441046398,30.62626169691006,22.70138064320695,38.12244206022735,0.6378704716616954,36.54728590223433
525.0,1.509048935115849,0.016497957581759922,1.509139115912992,0.010932250072538932,0.626371789738069,27.5749792312836,24.036079889942858,36.580221651617116,0.7169366986342385,41.07744700978448
526.0,1.5263473293330343,0.016817263339434882,1.5264399726515006,0.011017533526209313,0.6312581716956812,25.192647386264827,24.74870591596329,35.315264785125315,0.7765091416098694,44.490696567571895
527.0,1.54390318278094,0.01714415669048429,1.543998367845557,0.011103968345836598,0.6362105220632992,23.253534134859027,25.181614853673267,34.275947490912515,0.825184626157995,47.279596397933744
528.0,1.5617218666863266,0.017478865443540558,1.5618196757703553,0.011191580305740892,0.6412303176006846,21.620612860237607,25.458030612158566,33.4000332799516,0.8667291571234454,49.659922684104615
529.0,1.5798089045208907,0.017821625958410026,1.5799094230857977,0.011280395991484365,0.6463190815483458,20.220508997207492,25.637279048386322,32.65178496056498,0.9029744020199019,51.73662224408965
530.0,1.598169977564445,0.018172683537762337,1.5982732944072182,0.011370442832979272,0.6514783855244876,19.008946966841545,25.764408381919576,32.017882566755134,0.9351498923739936,53.580142045143
531.0,1.6168109307196008,0.018532292840198306,1.616917138128079,0.011461749139263221,0.6567098515174866,17.941156284496987,25.884397439156054,31.494239467130082,0.964698505248029,55.27315285329116
532.0,1.6357377785915306,0.018900718316057646,1.6358469725082532,0.011554344135041575,0.662015153979618,16.94660587548402,26.01035666663125,31.043938291144023,0.9933441763932805,56.914428911233756
533.0,1.6549567118473698,0.019278234667429735,1.6550689920424921,0.0116482579991043,0.6673960220281774,15.998802404677708,26.102321863486925,30.615239424982267,1.0209262918056474,58.49476771440512
534.0,1.6744741038706414,0.01966512733393652,1.674589574124492,0.01174352190473166,0.6728542417605577,15.113196486412576,26.156496627674173,30.208790506580097,1.0468611002562178,59.980722781103026
535.0,1.6942965177271714,0.02006169300597575,1.6944152860230826,0.011840168062211944,0.6783916586903347,14.286597919520618,26.183498857148884,29.827545868146238,1.0713115833959106,61.3816322720632
536.0,1.7144307134599794,0.02046824016723796,1.714552892188059,0.011938229763602624,0.6840101803118929,13.51449102698899,26.188619095902,29.470073597953718,1.0943957151194597,62.70425559354661
537.0,1.734883655731798,0.020885089668449083,1.7350093619043636,0.012037741429876257,0.6897117788016863,12.793512432459025,26.178237662001596,29.137159907028042,1.1162231104321518,63.954873222727514
538.0,1.75566252183513,0.021312575334440233,1.7557918773145849,0.012138738660602744,0.6954984938648231,12.117961545419131,26.15992671809827,28.830309708924887,1.136998149717049,65.1451952929706
539.0,1.7767747100910793,0.021751044606808687,1.776907841831063,0.012241258286330721,0.7013724357362969,11.478469993504756,26.13939404680289,28.548611078751684,1.157022489754763,66.29250546466645
540.0,1.798227848659605,0.02220085922461041,1.7983648889603197,0.01234533842384303,0.7073357883468935,10.863347442609346,26.117421233323192,28.286604772183036,1.176622343100884,67.41549434047455
541.0,1.8200298047854606,0.02266239594571797,1.8201708915641417,0.012451018534474457,0.7133908126645498,10.261105459733026,26.087580939489232,28.03305485547668,1.1960505769659744,68.52865014433736
542.0,1.8421886945056647,0.02313604731168591,1.8423339715832452,0.01255833948569414,0.7195398502227671,9.665849002943741,26.03140362061744,27.768014178316808,1.2152603040316248,69.62928643079736
543.0,1.864712892846275,0.02362222245919656,1.8648625102513685,0.012667343616171056,0.7257853268485878,9.106219362523134,25.923560278259224,27.476430055211516,1.2329888239254845,70.64505579772924
544.0,1.8876110445380447,0.024121347981405587,1.8877651588294684,0.012778074804557189,0.7321297566035811,8.624765433133309,25.803272592885406,27.206533319762045,1.2482202475019966,71.51775208463944
545.0,1.910892075282824,0.02463386884278301,1.9110508498919805,0.012890578542242468,0.7385757459523946,8.188915738410202,25.721591145235042,26.993676889475726,1.2625750466329715,72.34022149060236
