wavelength_nm,re_chi2,im_chi2,abs_re_chi2,abs_chi2
1583,-15.7497,0.653427,15.7497,15.7633
1584,-15.6456,0.660084,15.6456,15.6595
1585,-15.5427,0.666528,15.5427,15.557
1586,-15.4411,0.672761,15.4411,15.4558
1587,-15.3406,0.678787,15.3406,15.3557
1588,-15.2413,0.684607,15.2413,15.2567
1589,-15.1431,0.690223,15.1431,15.1588
1590,-15.0459,0.695637,15.0459,15.062
1591,-14.9497,0.700847,14.9497,14.9662
1592,-14.8546,0.705853,14.8546,14.8713
1593,-14.7603,0.710654,14.7603,14.7774
1594,-14.6669,0.715245,14.6669,14.6844
1595,-14.5744,0.719625,14.5744,14.5922
1596,-14.4827,0.723786,14.4827,14.5008
1597,-14.3918,0.727724,14.3918,14.4101
1598,-14.3015,0.731428,14.3015,14.3202
1599,-14.212,0.734889,14.212,14.231
1600,-14.1231,0.738093,14.1231,14.1424
1601,-14.0348,0.741025,14.0348,14.0544
1602,-13.9471,0.743666,13.9471,13.9669
1603,-13.8598,0.745991,13.8598,13.8799
1604,-13.773,0.747974,13.773,13.7933
1605,-13.6866,0.749579,13.6866,13.7071
1606,-13.6005,0.750762,13.6005,13.6212
1607,-13.5146,0.751473,13.5146,13.5355
1608,-13.429,0.751645,13.429,13.45
1609,-13.3435,0.751197,13.3435,13.3646
1610,-13.258,0.750029,13.258,13.2792
1611,-13.1725,0.748011,13.1725,13.1937
1612,-13.087,0.74498,13.087,13.1081
1613,-13.0012,0.740727,13.0012,13.0223
1614,-12.9153,0.734984,12.9153,12.9362
1615,-12.8292,0.72741,12.8292,12.8498
1616,-12.7429,0.717571,12.7429,12.7631
1617,-12.6568,0.704938,12.6568,12.6764
1618,-12.5711,0.6889,12.5711,12.59
1619,-12.4868,0.668852,12.4868,12.5047
1620,-12.405,0.644391,12.405,12.4217
1621,-12.3273,0.615663,12.3273,12.3427
1622,-12.2556,0.583734,12.2556,12.2695
1623,-12.1909,0.550633,12.1909,12.2033
1624,-12.133,0.518768,12.133,12.1441
1625,-12.0808,0.490053,12.0808,12.0908
1626,-12.0325,0.465416,12.0325,12.0415
1627,-11.9864,0.444909,11.9864,11.9947
1628,-11.9414,0.428091,11.9414,11.949
1629,-11.8966,0.414353,11.8966,11.9038
1630,-11.8517,0.403099,11.8517,11.8585
1631,-11.8064,0.393813,11.8064,11.813
1632,-11.7606,0.386074,11.7606,11.767
1633,-11.7144,0.379546,11.7144,11.7205
1634,-11.6676,0.373964,11.6676,11.6736
1635,-11.6203,0.369118,11.6203,11.6262
1636,-11.5726,0.364837,11.5726,11.5783
1637,-11.5244,0.360984,11.5244,11.53
1638,-11.4758,0.357443,11.4758,11.4813
1639,-11.4268,0.354115,11.4268,11.4322
1640,-11.3774,0.350912,11.3774,11.3828
1641,-11.3276,0.347755,11.3276,11.3329
1642,-11.2774,0.344568,11.2774,11.2827
1643,-11.2268,0.341275,11.2268,11.232
1644,-11.1759,0.337799,11.1759,11.181
1645,-11.1245,0.334056,11.1245,11.1295
1646,-11.0726,0.329955,11.0726,11.0775
1647,-11.0202,0.325388,11.0202,11.025
1648,-10.9673,0.320231,10.9673,10.972
1649,-10.9138,0.314333,10.9138,10.9183
1650,-10.8597,0.30751,10.8597,10.8641
1651,-10.805,0.299532,10.805,10.8091
1652,-10.7496,0.290114,10.7496,10.7535
1653,-10.6937,0.278898,10.6937,10.6973
1654,-10.6373,0.265444,10.6373,10.6406
1655,-10.5806,0.249227,10.5806,10.5836
1656,-10.5243,0.229662,10.5243,10.5268
1657,-10.4691,0.206195,10.4691,10.4712
1658,-10.4163,0.178495,10.4163,10.4178
1659,-10.3674,0.146769,10.3674,10.3684
1660,-10.3241,0.112071,10.3241,10.3247
1661,-10.2874,0.0763186,10.2874,10.2877
1662,-10.2573,0.0417873,10.2573,10.2574
1663,-10.2327,0.0103461,10.2327,10.2327
1664,-10.2119,-0.0170136,10.2119,10.2119
1665,-10.1934,-0.0401302,10.1934,10.1935
1666,-10.176,-0.0593535,10.176,10.1762
1667,-10.1589,-0.0752398,10.1589,10.1592
1668,-10.1416,-0.0883659,10.1416,10.1419
1669,-10.1238,-0.0992461,10.1238,10.1243
1670,-10.1054,-0.108309,10.1054,10.106
1671,-10.0865,-0.115899,10.0865,10.0872
1672,-10.067,-0.12229,10.067,10.0677
1673,-10.0469,-0.1277,10.0469,10.0477
1674,-10.0263,-0.132299,10.0263,10.0272
1675,-10.0052,-0.136225,10.0052,10.0062
1676,-9.9838,-0.139586,9.9838,9.98477
1677,-9.96198,-0.14247,9.96198,9.963
1678,-9.93985,-0.14495,9.93985,9.94091
1679,-9.91744,-0.147084,9.91744,9.91853
1680,-9.89479,-0.14892,9.89479,9.89591
1681,-9.87193,-0.150498,9.87193,9.87308
1682,-9.84889,-0.151853,9.84889,9.85007
1683,-9.82571,-0.153012,9.82571,9.8269
1684,-9.80239,-0.153999,9.80239,9.8036
1685,-9.77898,-0.154835,9.77898,9.7802
1686,-9.75547,-0.155537,9.75547,9.75671
1687,-9.7319,-0.15612,9.7319,9.73315
1688,-9.70828,-0.156597,9.70828,9.70954
1689,-9.68462,-0.15698,9.68462,9.68589
1690,-9.66093,-0.157279,9.66093,9.66221
1691,-9.63723,-0.157501,9.63723,9.63852
1692,-9.61354,-0.157656,9.61354,9.61483
1693,-9.58984,-0.157749,9.58984,9.59114
1694,-9.56617,-0.157786,9.56617,9.56747
1695,-9.54252,-0.157773,9.54252,9.54382
1696,-9.5189,-0.157714,9.5189,9.52021
1697,-9.49532,-0.157614,9.49532,9.49663
1698,-9.47179,-0.157477,9.47179,9.47309
1699,-9.4483,-0.157305,9.4483,9.44961
1700,-9.42487,-0.157102,9.42487,9.42618
1701,-9.40149,-0.156871,9.40149,9.4028
1702,-9.37819,-0.156614,9.37819,9.37949
1703,-9.35494,-0.156333,9.35494,9.35625
1704,-9.33177,-0.156031,9.33177,9.33307
1705,-9.30867,-0.155709,9.30867,9.30997
1706,-9.28565,-0.15537,9.28565,9.28695
1707,-9.2627,-0.155013,9.2627,9.264
1708,-9.23984,-0.154642,9.23984,9.24113
1709,-9.21706,-0.154257,9.21706,9.21835
1710,-9.19436,-0.15386,9.19436,9.19565
1711,-9.17175,-0.153451,9.17175,9.17304
1712,-9.14923,-0.153032,9.14923,9.15051
1713,-9.1268,-0.152603,9.1268,9.12808
1714,-9.10446,-0.152166,9.10446,9.10573
1715,-9.08221,-0.151721,9.08221,9.08348
1716,-9.06006,-0.151269,9.06006,9.06132
1717,-9.038,-0.15081,9.038,9.03925
1718,-9.01603,-0.150346,9.01603,9.01728
1719,-8.99416,-0.149876,8.99416,8.99541
1720,-8.97238,-0.149402,8.97238,8.97363
1721,-8.9507,-0.148923,8.9507,8.95194
1722,-8.92912,-0.148441,8.92912,8.93035
1723,-8.90763,-0.147956,8.90763,8.90886
1724,-8.88625,-0.147467,8.88625,8.88747
1725,-8.86496,-0.146976,8.86496,8.86617
1726,-8.84376,-0.146483,8.84376,8.84498
1727,-8.82267,-0.145988,8.82267,8.82388
1728,-8.80167,-0.145492,8.80167,8.80287
1729,-8.78077,-0.144994,8.78077,8.78197
1730,-8.75997,-0.144495,8.75997,8.76117
1731,-8.73927,-0.143995,8.73927,8.74046
1732,-8.71867,-0.143495,8.71867,8.71985
1733,-8.69816,-0.142995,8.69816,8.69934
1734,-8.67775,-0.142494,8.67775,8.67892
1735,-8.65744,-0.141993,8.65744,8.65861
1736,-8.63723,-0.141492,8.63723,8.63839
1737,-8.61711,-0.140992,8.61711,8.61827
1738,-8.59709,-0.140492,8.59709,8.59824
1739,-8.57717,-0.139993,8.57717,8.57831
1740,-8.55735,-0.139495,8.55735,8.55848
1741,-8.53762,-0.138997,8.53762,8.53875
1742,-8.51798,-0.138501,8.51798,8.51911
1743,-8.49844,-0.138005,8.49844,8.49956
1744,-8.479,-0.137511,8.479,8.48011
1745,-8.45965,-0.137018,8.45965,8.46076
1746,-8.44039,-0.136526,8.44039,8.4415
1747,-8.42123,-0.136036,8.42123,8.42233
1748,-8.40216,-0.135547,8.40216,8.40326
1749,-8.38319,-0.13506,8.38319,8.38428
1750,-8.36431,-0.134575,8.36431,8.36539
1751,-8.34552,-0.134091,8.34552,8.34659
1752,-8.32682,-0.133609,8.32682,8.32789
1753,-8.30821,-0.133128,8.30821,8.30928
1754,-8.28969,-0.13265,8.28969,8.29075
1755,-8.27127,-0.132174,8.27127,8.27232
1756,-8.25293,-0.131699,8.25293,8.25398
1757,-8.23468,-0.131226,8.23468,8.23573
1758,-8.21653,-0.130756,8.21653,8.21757
1759,-8.19846,-0.130287,8.19846,8.19949
1760,-8.18047,-0.129821,8.18047,8.1815
1761,-8.16258,-0.129356,8.16258,8.16361
1762,-8.14477,-0.128894,8.14477,8.14579
1763,-8.12705,-0.128434,8.12705,8.12807
1764,-8.10942,-0.127976,8.10942,8.11043
1765,-8.09187,-0.12752,8.09187,8.09287
1766,-8.0744,-0.127066,8.0744,8.0754
1767,-8.05703,-0.126615,8.05703,8.05802
1768,-8.03973,-0.126165,8.03973,8.04072
1769,-8.02252,-0.125718,8.02252,8.0235
1770,-8.00539,-0.125274,8.00539,8.00637
1771,-7.98834,-0.124831,7.98834,7.98932
1772,-7.97138,-0.124391,7.97138,7.97235
1773,-7.9545,-0.123953,7.9545,7.95546
1774,-7.93769,-0.123517,7.93769,7.93865
1775,-7.92097,-0.123083,7.92097,7.92193
1776,-7.90433,-0.122652,7.90433,7.90528
1777,-7.88777,-0.122223,7.88777,7.88872
1778,-7.87129,-0.121796,7.87129,7.87223
1779,-7.85488,-0.121372,7.85488,7.85582
1780,-7.83856,-0.120949,7.83856,7.83949
1781,-7.82231,-0.120529,7.82231,7.82324
1782,-7.80614,-0.120112,7.80614,7.80706
1783,-7.79004,-0.119696,7.79004,7.79096
1784,-7.77403,-0.119283,7.77403,7.77494
1785,-7.75808,-0.118872,7.75808,7.75899
1786,-7.74222,-0.118463,7.74222,7.74312
1787,-7.72642,-0.118057,7.72642,7.72732
1788,-7.7107,-0.117653,7.7107,7.7116
1789,-7.69506,-0.11725,7.69506,7.69595
1790,-7.67949,-0.116851,7.67949,7.68038
1791,-7.66399,-0.116453,7.66399,7.66488
1792,-7.64856,-0.116058,7.64856,7.64944
1793,-7.63321,-0.115664,7.63321,7.63409
1794,-7.61793,-0.115273,7.61793,7.6188
1795,-7.60272,-0.114885,7.60272,7.60358
1796,-7.58758,-0.114498,7.58758,7.58844
1797,-7.5725,-0.114113,7.5725,7.57336
1798,-7.5575,-0.113731,7.5575,7.55836
1799,-7.54257,-0.113351,7.54257,7.54342
1800,-7.52771,-0.112973,7.52771,7.52856
1801,-7.51291,-0.112597,7.51291,7.51376
1802,-7.49819,-0.112223,7.49819,7.49903
1803,-7.48353,-0.111851,7.48353,7.48436
1804,-7.46893,-0.111481,7.46893,7.46977
1805,-7.45441,-0.111114,7.45441,7.45524
1806,-7.43995,-0.110748,7.43995,7.44077
1807,-7.42555,-0.110385,7.42555,7.42637
1808,-7.41123,-0.110023,7.41123,7.41204
1809,-7.39696,-0.109664,7.39696,7.39777
1810,-7.38276,-0.109307,7.38276,7.38357
1811,-7.36863,-0.108951,7.36863,7.36943
1812,-7.35456,-0.108598,7.35456,7.35536
1813,-7.34055,-0.108247,7.34055,7.34135
1814,-7.3266,-0.107897,7.3266,7.3274
1815,-7.31272,-0.10755,7.31272,7.31351
1816,-7.2989,-0.107204,7.2989,7.29969
1817,-7.28514,-0.106861,7.28514,7.28592
1818,-7.27144,-0.106519,7.27144,7.27222
1819,-7.2578,-0.106179,7.2578,7.25858
1820,-7.24423,-0.105842,7.24423,7.245
1821,-7.23071,-0.105506,7.23071,7.23148
1822,-7.21725,-0.105172,7.21725,7.21802
1823,-7.20386,-0.10484,7.20386,7.20462
1824,-7.19052,-0.104509,7.19052,7.19128
1825,-7.17724,-0.104181,7.17724,7.178
1826,-7.16402,-0.103854,7.16402,7.16477
1827,-7.15085,-0.10353,7.15085,7.1516
1828,-7.13775,-0.103207,7.13775,7.13849
1829,-7.1247,-0.102886,7.1247,7.12544
1830,-7.11171,-0.102566,7.11171,7.11245
1831,-7.09877,-0.102249,7.09877,7.09951
1832,-7.08589,-0.101933,7.08589,7.08662
1833,-7.07307,-0.101619,7.07307,7.0738
1834,-7.0603,-0.101307,7.0603,7.06102
1835,-7.04758,-0.100996,7.04758,7.04831
1836,-7.03493,-0.100687,7.03493,7.03565
1837,-7.02232,-0.10038,7.02232,7.02304
1838,-7.00977,-0.100074,7.00977,7.01048
1839,-6.99727,-0.0997707,6.99727,6.99798
1840,-6.98483,-0.0994686,6.98483,6.98554
1841,-6.97244,-0.0991682,6.97244,6.97314
1842,-6.9601,-0.0988694,6.9601,6.9608
1843,-6.94781,-0.0985722,6.94781,6.94851
1844,-6.93558,-0.0982767,6.93558,6.93628
1845,-6.9234,-0.0979828,6.9234,6.92409
1846,-6.91127,-0.0976905,6.91127,6.91196
1847,-6.89919,-0.0973998,6.89919,6.89987
1848,-6.88716,-0.0971107,6.88716,6.88784
1849,-6.87518,-0.0968232,6.87518,6.87586
1850,-6.86325,-0.0965372,6.86325,6.86393
