wavelength_nm,term_number,term,reference_real,reference_imag,current_real,current_imag,absolute_difference,status
1100,17,TOTAL,-8.097217318707393,-0.031385641562039414,-8.097217318707372,-0.031385641562039414,2.1316282072803006e-14,pass
1330,1,C_m1_n1_l1,-237.54871860519202,-5.079886353023132,-237.54871860519202,-5.079886353023131,8.881784197001252e-16,pass
1330,2,C_m1_n1_l2,1.394066075226174,0.03149522636419588,1.3940660752261738,0.031495226364195876,2.2215299868541707e-16,pass
1330,3,V_m1_n1_l1,236.18339307378517,5.050689401024602,236.1833930737852,5.050689401024602,2.842170943040401e-14,pass
1330,4,V_m1_n1_l2,0.3997428641145738,0.008706064759036122,0.3997428641145739,0.008706064759036122,5.551115123125783e-17,pass
1330,5,C_m1_n2_l1,2.5930586989992905,3.0496144012274886,2.593058698999291,3.0496144012274886,4.440892098500626e-16,pass
1330,6,C_m1_n2_l2,-3.4139116642424963,-4.114759656102409,-3.4139116642424954,-4.114759656102409,8.881784197001252e-16,pass
1330,7,V_m1_n2_l1,2.314468429499501,2.78960976605714,2.314468429499501,2.78960976605714,0.0,pass
1330,8,V_m1_n2_l2,-1.151666414714979,-1.3963289678094402,-1.151666414714979,-1.3963289678094402,0.0,pass
1330,9,C_m2_n1_l1,-0.07028176718770225,-0.0023356133833438903,-0.07028176718770225,-0.0023356133833438903,0.0,pass
1330,10,C_m2_n1_l2,-0.12165426565401256,-0.0041883246748815675,-0.12165426565401256,-0.004188324674881567,8.673617379884035e-19,pass
1330,11,V_m2_n1_l1,0.5289469332060581,0.017351823208680884,0.5289469332060581,0.017351823208680884,0.0,pass
1330,12,V_m2_n1_l2,0.07031279845337385,0.0023366446186458027,0.07031279845337383,0.0023366446186458027,1.3877787807814457e-17,pass
1330,13,C_m2_n2_l1,-0.11856840193532675,-0.22387092964270922,-0.11856840193532678,-0.22387092964270927,6.206335383118183e-17,pass
1330,14,C_m2_n2_l2,-45.17561789026741,-88.35134598811457,-45.1756178902674,-88.35134598811457,1.4210854715202004e-14,pass
1330,15,V_m2_n2_l1,-0.792763037143334,-1.536081702400119,-0.792763037143334,-1.536081702400119,0.0,pass
1330,16,V_m2_n2_l2,30.817551317875797,60.27083338640317,30.817551317875797,60.27083338640315,2.1316282072803006e-14,pass
1330,17,TOTAL,-14.091641855177357,-29.488160821487654,-14.091641855177324,-29.48816082148765,3.3937249765157416e-14,pass
1520,1,C_m1_n1_l1,-46.525827445964076,-458.20596357789805,-46.52582744596412,-458.205963577898,7.105427357601002e-14,pass
1520,2,C_m1_n1_l2,0.23773705826516994,2.737514289572137,0.2377370582651699,2.737514289572137,5.551115123125783e-17,pass
1520,3,V_m1_n1_l1,46.258417457584486,455.5723972745768,46.258417457584464,455.5723972745768,2.1316282072803006e-14,pass
1520,4,V_m1_n1_l2,0.075081689785356,0.7755805369823325,0.075081689785356,0.7755805369823323,2.220446049250313e-16,pass
1520,5,C_m1_n2_l1,-2.747157221855808,3.4226539541034544,-2.7471572218558085,3.4226539541034544,4.440892098500626e-16,pass
1520,6,C_m1_n2_l2,3.6988522281686134,-4.520323154142558,3.6988522281686125,-4.520323154142558,8.881784197001252e-16,pass
1520,7,V_m1_n2_l1,-2.507644470461039,3.064562373121618,-2.507644470461039,3.0645623731216176,4.440892098500626e-16,pass
1520,8,V_m1_n2_l2,1.2545493114593986,-1.526035785651601,1.2545493114593989,-1.5260357856516011,3.1401849173675503e-16,pass
1520,9,C_m2_n1_l1,0.007816075135120748,-0.11253062097857304,0.00781607513512074,-0.11253062097857304,8.673617379884035e-18,pass
1520,10,C_m2_n1_l2,0.016322950705454763,-0.1966490989040459,0.016322950705454777,-0.19664909890404586,3.1031676915590914e-17,pass
1520,11,V_m2_n1_l1,-0.054629651083560486,0.8439790171919708,-0.054629651083560576,0.8439790171919709,1.4304896245381993e-16,pass
1520,12,V_m2_n1_l2,-0.007819526139751565,0.1125803062345862,-0.007819526139751568,0.11258030623458617,2.797157557069881e-17,pass
1520,13,C_m2_n2_l1,0.21550528156068857,-0.023259992832815587,0.21550528156068857,-0.023259992832815587,0.0,pass
1520,14,C_m2_n2_l2,84.62195634160318,-8.999605571971983,84.6219563416032,-8.999605571971985,1.432144669219779e-14,pass
1520,15,V_m2_n2_l1,1.4731595060921432,-0.15728537765119302,1.4731595060921434,-0.15728537765119302,2.220446049250313e-16,pass
1520,16,V_m2_n2_l2,-57.72674739083605,6.1392808666959855,-57.72674739083605,6.139280866695986,8.881784197001252e-16,pass
1520,17,TOTAL,28.28957219401933,-1.0731045615519355,28.289572194019303,-1.0731045615519375,2.4949159465319763e-14,pass
1550,1,C_m1_n1_l1,23.21275064819205,-466.7599652908297,23.212750648192067,-466.7599652908295,2.2806650926133947e-13,pass
1550,2,C_m1_n1_l2,-0.17770405192125,2.781560103101359,-0.1777040519212502,2.781560103101359,1.942890293094024e-16,pass
1550,3,V_m1_n1_l1,-23.079333969288275,464.0772343487643,-23.079333969288243,464.0772343487643,3.197442310920451e-14,pass
1550,4,V_m1_n1_l2,-0.04285046569492937,0.7894155911434702,-0.0428504656949294,0.7894155911434702,3.469446951953614e-17,pass
1550,5,C_m1_n2_l1,-3.293886883248051,0.41438699671546186,-3.2938868832480512,0.41438699671546186,4.440892098500626e-16,pass
1550,6,C_m1_n2_l2,4.404783765242331,-0.5461303590215921,4.404783765242331,-0.5461303590215922,1.1102230246251565e-16,pass
1550,7,V_m1_n2_l1,-2.986232206944756,0.37025019937859727,-2.986232206944756,0.37025019937859727,0.0,pass
1550,8,V_m1_n2_l2,1.491564719450443,-0.1842743385361131,1.491564719450443,-0.1842743385361131,0.0,pass
1550,9,C_m2_n1_l1,0.0279855847435282,-0.11415122649204994,0.0279855847435282,-0.11415122649204994,0.0,pass
1550,10,C_m2_n1_l2,0.051392567321810495,-0.19897654293192418,0.05139256732181049,-0.19897654293192418,6.938893903907228e-18,pass
1550,11,V_m2_n1_l1,-0.20616725616596668,0.8568946708707803,-0.2061672561659667,0.8568946708707803,2.7755575615628914e-17,pass
1550,12,V_m2_n1_l2,-0.02799794112200162,0.11420162728841231,-0.027997941122001633,0.11420162728841234,3.1031676915590914e-17,pass
1550,13,C_m2_n2_l1,0.14001009186854313,-0.007575297978458657,0.14001009186854307,-0.007575297978458657,5.551115123125783e-17,pass
1550,14,C_m2_n2_l2,55.25704699059327,-2.93104227228552,55.25704699059326,-2.931042272285521,7.160723346098895e-15,pass
1550,15,V_m2_n2_l1,0.9606666036121145,-0.05122672524826305,0.9606666036121144,-0.05122672524826305,1.1102230246251565e-16,pass
1550,16,V_m2_n2_l2,-37.69482213709247,1.9994755989930224,-37.694822137092466,1.999475598993022,7.119291619286993e-15,pass
1550,17,TOTAL,18.037206059546378,0.6100770829317743,18.037206059546413,0.6100770829317732,3.554447978966673e-14,pass
