wavelength_nm,production,radial_kdk,bare_2pi_kdk,equal_points,k0_only
475.0,0.009802651522040025,0.00980265152204017,0.009802651522040115,0.004291440240568532,0.001151012152072525
476.0,0.009895687505484347,0.009895687505484297,0.009895687505484387,0.00433128323224738,0.001161225463190621
477.0,0.009989707382160368,0.009989707382160413,0.009989707382160352,0.004371533613366345,0.0011715357700031804
478.0,0.010084724354836691,0.010084724354836701,0.010084724354836754,0.004412196633597959,0.001181944207002595
479.0,0.010180751855963465,0.010180751855963519,0.01018075185596356,0.00445327763023103,0.0011924519256483522
480.0,0.010277803552669664,0.01027780355266981,0.010277803552669822,0.004494782030000968,0.0012030600946813805
481.0,0.010375893351891192,0.010375893351891211,0.010375893351891218,0.0045367153509662745,0.0012137699004454224
482.0,0.010475035405634226,0.010475035405634325,0.010475035405634313,0.004579083204432911,0.001224582547215552
483.0,0.0105752441163793,0.010575244116379282,0.010575244116379398,0.004621891296927583,0.0012354992575340793
484.0,0.01067653414262823,0.010676534142628256,0.010676534142628334,0.004665145432221573,0.0012465212725539907
485.0,0.010778920404600517,0.010778920404600503,0.01077892040460055,0.004708851513407027,0.0012576498523900904
486.0,0.010882418090082226,0.010882418090082323,0.010882418090082363,0.004753015545026485,0.0012688862764781773
487.0,0.010987042660433943,0.01098704266043404,0.010987042660434026,0.004797643635257936,0.0012802318439423122
488.0,0.011092809856760677,0.011092809856760755,0.011092809856760805,0.004842741998157319,0.0012916878739705007
489.0,0.011199735706251417,0.011199735706251383,0.011199735706251336,0.00488831695595889,0.0013032557061989469
490.0,0.011307836528691103,0.011307836528691129,0.011307836528691051,0.004934374941436849,0.0013149367011051846
491.0,0.011417128943153441,0.011417128943153549,0.011417128943153453,0.004980922500329868,0.0013267322404102162
492.0,0.011527629874877881,0.011527629874877997,0.011527629874877881,0.005027966293828723,0.0013386437274900212
493.0,0.011639356562337881,0.011639356562337872,0.011639356562337904,0.005075513101131813,0.001350672587796622
494.0,0.011752326564507268,0.011752326564507495,0.011752326564507294,0.00512356982206846,0.0013628202692889178
495.0,0.011866557768330578,0.011866557768330647,0.011866557768330739,0.005172143479792953,0.0013750882428736962
496.0,0.01198206839640317,0.011982068396403209,0.011982068396403285,0.005221241223552225,0.0013874780028569616
