observable,normalized_RMSE,correlation,phase_deg,status
abs_Re,0.22969981149055052,0.40405776928475823,161,DIAGNOSTIC ONLY
Re,0.43462204627438267,-0.3528393323377426,162,DIAGNOSTIC ONLY
abs_Re,0.2297319520585947,0.40129065514564843,162,DIAGNOSTIC ONLY
Re,0.43470179448461427,-0.3543762191180688,163,DIAGNOSTIC ONLY
abs_Re,0.2298004681751255,0.3982445965853718,163,DIAGNOSTIC ONLY
Re,0.43481638187051386,-0.3558100673398164,164,DIAGNOSTIC ONLY
abs_Re,0.229912810933126,0.394922840470127,164,DIAGNOSTIC ONLY
Re,0.4349667455434636,-0.35714027006817983,165,DIAGNOSTIC ONLY
abs_Re,0.2300612724337686,0.3913341434768324,165,DIAGNOSTIC ONLY
Re,0.4351539248395801,-0.3583662390298807,166,DIAGNOSTIC ONLY
abs_Re,0.2302532326191937,0.38747987248926163,166,DIAGNOSTIC ONLY
Re,0.4353323914478464,-0.35948740522070827,167,DIAGNOSTIC ONLY
abs_Re,0.23049689724881356,0.38336259216156976,167,DIAGNOSTIC ONLY
Re,0.4354077735678927,-0.36050321954112036,168,DIAGNOSTIC ONLY
abs_Re,0.2308107856557879,0.3789976635658235,168,DIAGNOSTIC ONLY
Re,0.4355199577644692,-0.3614131534589784,169,DIAGNOSTIC ONLY
abs_Re,0.23116441327013104,0.37438287368200285,169,DIAGNOSTIC ONLY
Re,0.4356699959029269,-0.36221669969839076,170,DIAGNOSTIC ONLY
abs_Re,0.23155944340152457,0.36952612130391155,170,DIAGNOSTIC ONLY
Re,0.43585905108860523,-0.36291337295355086,171,DIAGNOSTIC ONLY
abs_Re,0.2319939078074735,0.3644400912499194,171,DIAGNOSTIC ONLY
Re,0.43608840450551106,-0.3635027106263446,172,DIAGNOSTIC ONLY
abs_Re,0.2324683890379791,0.3591293075500141,172,DIAGNOSTIC ONLY
Re,0.436359463013422,-0.3639842735864129,173,DIAGNOSTIC ONLY
