observable,normalized_RMSE,correlation,phase_deg,status
abs_Re,0.23116441327013104,0.3743828736820028,349,DIAGNOSTIC ONLY
Re,0.36989903224178655,0.3622166996983908,350,DIAGNOSTIC ONLY
abs_Re,0.23155944340152457,0.36952612130391166,350,DIAGNOSTIC ONLY
Re,0.37097988672184157,0.36291337295355086,351,DIAGNOSTIC ONLY
abs_Re,0.2319939078074735,0.3644400912499194,351,DIAGNOSTIC ONLY
Re,0.37211421136585915,0.3635027106263445,352,DIAGNOSTIC ONLY
abs_Re,0.23246838903797906,0.3591293075500143,352,DIAGNOSTIC ONLY
Re,0.3733039227344634,0.3639842735864129,353,DIAGNOSTIC ONLY
abs_Re,0.23298555443378113,0.3536007522396894,353,DIAGNOSTIC ONLY
Re,0.3745510911487544,0.36435764695224665,354,DIAGNOSTIC ONLY
abs_Re,0.23354668965805533,0.3478630847996403,354,DIAGNOSTIC ONLY
Re,0.3758579507514323,0.3646224408917937,355,DIAGNOSTIC ONLY
abs_Re,0.2341505432697115,0.34192945580544143,355,DIAGNOSTIC ONLY
Re,0.37722691059500413,0.3647782914409606,356,DIAGNOSTIC ONLY
abs_Re,0.23479878486049519,0.3358077168674519,356,DIAGNOSTIC ONLY
Re,0.3786605668588776,0.36482486133828246,357,DIAGNOSTIC ONLY
abs_Re,0.2354930595192266,0.32950674050309636,357,DIAGNOSTIC ONLY
Re,0.3801617163101215,0.3647618408739511,358,DIAGNOSTIC ONLY
abs_Re,0.23623583795716793,0.3230362586899043,358,DIAGNOSTIC ONLY
Re,0.38173337113740946,0.36458894875127396,359,DIAGNOSTIC ONLY
abs_Re,0.23702869693719464,0.3164070233903928,359,DIAGNOSTIC ONLY
Re,0.38337877530443165,0.3643059329585638,360,DIAGNOSTIC ONLY
abs_Re,0.2378734793111605,0.3096300795070899,360,DIAGNOSTIC ONLY
