photon_energy_eV,chi2_real_pm_per_V,chi2_imag_pm_per_V,chi2_abs_real_pm_per_V,chi2_abs_pm_per_V,KK_real_pm_per_V,KK_imag_pm_per_V
-2.889999999999979252e-01,5.227714378096790515e-01,-2.426642369178595368e-03,5.227714378096790515e-01,5.227770698708839037e-01,5.228803006902967843e-01,-2.433331268107695282e-03
-2.880000000000002558e-01,5.234839586353943197e-01,-2.431576629768683780e-03,5.234839586353943197e-01,5.234896059268892010e-01,5.235929032632525848e-01,-2.449218645891414105e-03
-2.869999999999990337e-01,5.241979738248554455e-01,-2.436524617294432392e-03,5.241979738248554455e-01,5.242036363993428649e-01,5.243068364120564429e-01,-2.443223301348769732e-03
-2.859999999999978115e-01,5.249134876575634046e-01,-2.441486380659932919e-03,5.249134876575634046e-01,5.249191655679700252e-01,5.250224325026392469e-01,-2.459158491253674375e-03
-2.850000000000001421e-01,5.256305044286631034e-01,-2.446461968983005414e-03,5.256305044286631034e-01,5.256361977281401865e-01,5.257393667209724342e-01,-2.453170400609583444e-03
-2.839999999999989200e-01,5.263490284490364157e-01,-2.451451431596525336e-03,5.263490284490364157e-01,5.263547371909614858e-01,5.264579735128868121e-01,-2.469153674430859223e-03
-2.829999999999976978e-01,5.270690640453530307e-01,-2.456454818049256215e-03,5.270690640453530307e-01,5.270747882833304310e-01,5.271779260412861046e-01,-2.463172959483185629e-03
-2.820000000000000284e-01,5.277906155601495009e-01,-2.461472178107045744e-03,5.277906155601495009e-01,5.277963553480121695e-01,5.278995608443456389e-01,-2.479204591168013890e-03
-2.809999999999988063e-01,5.285136873519096223e-01,-2.466503561754084320e-03,5.285136873519096223e-01,5.285194427437199804e-01,5.286225490499790736e-01,-2.473231375016965179e-03
-2.799999999999975842e-01,5.292382837951161711e-01,-2.471549019193867817e-03,5.292382837951161711e-01,5.292440548451670113e-01,5.293472293012361218e-01,-2.489311640668602065e-03
-2.789999999999999147e-01,5.299644092803355022e-01,-2.476608600850460466e-03,5.299644092803355022e-01,5.299701960431517644e-01,5.300732706790378668e-01,-2.483346047753159491e-03
-2.779999999999986926e-01,5.306920682143032586e-01,-2.481682357369700484e-03,5.306920682143032586e-01,5.306978707446426968e-01,5.308010139439338637e-01,-2.499475225654678237e-03
-2.770000000000010232e-01,5.314212650199461319e-01,-2.486770339620057897e-03,5.314212650199461319e-01,5.314270833728007570e-01,5.315301261177570735e-01,-2.493517381769507716e-03
-2.759999999999998010e-01,5.321520041365208620e-01,-2.491872598694269518e-03,5.321520041365208620e-01,5.321578383671181633e-01,5.322609500912777181e-01,-2.509695752418570746e-03
-2.749999999999985789e-01,5.328842900196577581e-01,-2.496989185910103090e-03,5.328842900196577581e-01,5.328901401834615914e-01,5.329931508150563824e-01,-2.503745784676601836e-03
-2.740000000000009095e-01,5.336181271414148775e-01,-2.502120152811732924e-03,5.336181271414148775e-01,5.336239932941267972e-01,5.337270733229024788e-01,-2.519973630806100068e-03
-2.729999999999996874e-01,5.343535199903823862e-01,-2.507265551170974154e-03,5.343535199903823862e-01,5.343594021879431999e-01,5.344623804818273705e-01,-2.514031667730038701e-03
-2.719999999999984652e-01,5.350904730717460644e-01,-2.512425432988282803e-03,5.350904730717460644e-01,5.350963713703367208e-01,5.351994194815961059e-01,-2.530309274304997670e-03
-2.710000000000007958e-01,5.358289909073667978e-01,-2.517599850494116678e-03,5.358289909073667978e-01,5.358349053634096082e-01,5.359378510933097139e-01,-2.524375445786434819e-03
-2.699999999999995737e-01,5.365690780358436385e-01,-2.522788856150150541e-03,5.365690780358436385e-01,5.365750087060037199e-01,5.366780246756926998e-01,-2.540703100056377738e-03
-2.689999999999983515e-01,5.373107390126097282e-01,-2.527992502650340360e-03,5.373107390126097282e-01,5.373166859537961138e-01,5.374195988914823863e-01,-2.534777537401260855e-03
-2.680000000000006821e-01,5.380539784099762635e-01,-2.533210842922332777e-03,5.380539784099762635e-01,5.380599416793429013e-01,5.381629252814672526e-01,-2.551155528916486826e-03
-2.669999999999994600e-01,5.387988008172539534e-01,-2.538443930128707164e-03,5.387988008172539534e-01,5.388047804722015943e-01,5.389076603874846105e-01,-2.545238364847024135e-03
-2.659999999999982379e-01,5.395452108407907676e-01,-2.543691817667967023e-03,5.395452108407907676e-01,5.395512069389675203e-01,5.396541579455881310e-01,-2.561666985463138813e-03
-2.650000000000005684e-01,5.402932131040669717e-01,-2.548954559176002353e-03,5.402932131040669717e-01,5.402992257033703005e-01,5.404020723640684531e-01,-2.555758354148719453e-03
-2.639999999999993463e-01,5.410428122477801693e-01,-2.554232208527367279e-03,5.410428122477801693e-01,5.410488414063574503e-01,5.411517595875586784e-01,-2.572237898064296761e-03
-2.629999999999981242e-01,5.417940129299048113e-01,-2.559524819836343432e-03,5.417940129299048113e-01,5.418000587061552187e-01,5.419028718780749543e-01,-2.566337935117841366e-03
-2.620000000000004547e-01,5.425468198257830110e-01,-2.564832447458517684e-03,5.425468198257830110e-01,5.425528822783582950e-01,5.426557674022246536e-01,-2.582868698909320925e-03
-2.609999999999992326e-01,5.433012376281960432e-01,-2.570155145991687672e-03,5.433012376281960432e-01,5.433073168160024169e-01,5.434100962629281328e-01,-2.576977541419822430e-03
-2.599999999999980105e-01,5.440572710474675944e-01,-2.575492970277496775e-03,5.440572710474675944e-01,5.440633670296665114e-01,5.441662188622787832e-01,-2.593559824028254107e-03
-2.590000000000003411e-01,5.448149248115108367e-01,-2.580845975402452398e-03,5.448149248115108367e-01,5.448210376475204342e-01,5.449237831311780633e-01,-2.587677610570592816e-03
-2.579999999999991189e-01,5.455742036659221306e-01,-2.586214216699487221e-03,5.455742036659221306e-01,5.455803334154190054e-01,5.456831517208079463e-01,-2.604311713379172354e-03
-2.569999999999978968e-01,5.463351123740740611e-01,-2.591597749748994831e-03,5.463351123740740611e-01,5.463412590969939364e-01,5.464439703770411771e-01,-2.598438584029259639e-03
-2.560000000000002274e-01,5.470976557171804977e-01,-2.596996630380417857e-03,5.470976557171804977e-01,5.471038194737199989e-01,5.472066040138610088e-01,-2.615124810840508806e-03
-2.549999999999990052e-01,5.478618384943816366e-01,-2.602410914673381620e-03,5.478618384943816366e-01,5.478680193449994018e-01,5.479706961789972963e-01,-2.609260907211832965e-03
-2.539999999999977831e-01,5.486276655228352617e-01,-2.607840658959051545e-03,5.486276655228352617e-01,5.486338635282537179e-01,5.487366140630479672e-01,-2.625999564292374067e-03
-2.530000000000001137e-01,5.493951416377891306e-01,-2.613285919821620694e-03,5.493951416377891306e-01,5.494013568589953822e-01,5.495039990023957710e-01,-2.620145029522735324e-03
-2.519999999999988916e-01,5.501642716926762322e-01,-2.618746754099545750e-03,5.501642716926762322e-01,5.501705041909235039e-01,5.502732204781657366e-01,-2.636936425628429084e-03
-2.509999999999976694e-01,5.509350605591725181e-01,-2.624223218886858472e-03,5.509350605591725181e-01,5.509413103959818203e-01,5.510439176020927032e-01,-2.631091404426135708e-03
-2.500000000000000000e-01,5.517075131273248001e-01,-2.629715371534645414e-03,5.517075131273248001e-01,5.517137803644861505e-01,5.518164621598581343e-01,-2.647935850819490081e-03
-2.489999999999987779e-01,5.524816343055864998e-01,-2.635223269652400141e-03,5.524816343055864998e-01,5.524879190051603661e-01,5.525904910251352442e-01,-2.642100489462422940e-03
-2.480000000000011084e-01,5.532574290209408829e-01,-2.640746971109319066e-03,5.532574290209408829e-01,5.532637312452596268e-01,5.533663783022932936e-01,-2.658998299947047759e-03
-2.469999999999998863e-01,5.540349022189681172e-01,-2.646286534035900001e-03,5.540349022189681172e-01,5.540412220306372149e-01,5.541437586134412285e-01,-2.653172746305949847e-03
-2.459999999999986642e-01,5.548140588639303150e-01,-2.651842016825050642e-03,5.548140588639303150e-01,5.548203963258299121e-01,5.549230083958832660e-01,-2.670124237253530038e-03
-2.450000000000009948e-01,5.555949039388654587e-01,-2.657413478133821561e-03,5.555949039388654587e-01,5.556012591141518131e-01,5.557037600065499738e-01,-2.664308640822891927e-03
-2.439999999999997726e-01,5.563774424456682244e-01,-2.663000976884531169e-03,5.563774424456682244e-01,5.563838153977753720e-01,5.564863922300232746e-01,-2.681314131190372114e-03
-2.429999999999985505e-01,5.571616794051845734e-01,-2.668604572266444937e-03,5.571616794051845734e-01,5.571680701978253270e-01,5.572705351443577593e-01,-2.675508643086280027e-03
-2.420000000000008811e-01,5.579476198572994594e-01,-2.674224323737071224e-03,5.579476198572994594e-01,5.579540285544671852e-01,5.580565698958698251e-01,-2.692568454438752906e-03
-2.409999999999996589e-01,5.587352688610083273e-01,-2.679860291023598504e-03,5.587352688610083273e-01,5.587416955269783880e-01,5.588441242699255795e-01,-2.686773227439950926e-03
-2.399999999999984368e-01,5.595246314945341304e-01,-2.685512534124459214e-03,5.595246314945341304e-01,5.595310761938654398e-01,5.596335817891424647e-01,-2.703887683996411898e-03
-2.390000000000007674e-01,5.603157128553828414e-01,-2.691181113310695851e-03,5.603157128553828414e-01,5.603221756529189745e-01,5.604245679322882312e-01,-2.698102872551800310e-03
-2.379999999999995453e-01,5.611085180604638012e-01,-2.696866089127543907e-03,5.611085180604638012e-01,5.611149990213347705e-01,5.612174686129615120e-01,-2.715272301190063253e-03
-2.369999999999983231e-01,5.619030522461829769e-01,-2.702567522395773678e-03,5.619030522461829769e-01,5.619095514358070087e-01,5.620119069893123598e-01,-2.709498061422356639e-03
-2.360000000000006537e-01,5.626993205684789334e-01,-2.708285474213235032e-03,5.626993205684789334e-01,5.627058380525633563e-01,5.628082713807146531e-01,-2.726722791734641389e-03
-2.349999999999994316e-01,5.634973282030002473e-01,-2.714020005956481116e-03,5.634973282030002473e-01,5.635038640475436011e-01,5.636061826105737138e-01,-2.720959281488285596e-03
-2.339999999999982094e-01,5.642970803451166084e-01,-2.719771179282160466e-03,5.642970803451166084e-01,5.643036346164098660e-01,5.644060314189508487e-01,-2.738239645779043906e-03
-2.330000000000005400e-01,5.650985822100584866e-01,-2.725539056128483718e-03,5.650985822100584866e-01,5.651051549746867186e-01,5.652074362802754770e-01,-2.732487024645848753e-03
-2.319999999999993179e-01,5.659018390329972892e-01,-2.731323698716956599e-03,5.659018390329972892e-01,5.659084303578412189e-01,5.660107903703168741e-01,-2.749823357965031079e-03
-2.309999999999980957e-01,5.667068560691415069e-01,-2.737125169553782447e-03,5.667068560691415069e-01,5.667134660213788422e-01,5.668157098001943561e-01,-2.744081787267101547e-03
-2.300000000000004263e-01,5.675136385938226447e-01,-2.742943531431272543e-03,5.675136385938226447e-01,5.675202672409299653e-01,5.676225901965212817e-01,-2.761474427460321786e-03
-2.289999999999992042e-01,5.683221919025958080e-01,-2.748778847429834971e-03,5.683221919025958080e-01,5.683288393123501203e-01,5.684310452926578661e-01,-2.755744070305792947e-03
-2.279999999999979821e-01,5.691325213113260784e-01,-2.754631180919110862e-03,5.691325213113260784e-01,5.691391875518061472e-01,5.692414731813253415e-01,-2.773193358018045084e-03
-2.270000000000003126e-01,5.699446321563246265e-01,-2.760500595559764632e-03,5.699446321563246265e-01,5.699513172959128626e-01,5.700534852035640254e-01,-2.767474379284764422e-03
-2.259999999999990905e-01,5.707585297943675862e-01,-2.766387155305053899e-03,5.707585297943675862e-01,5.707652339017514898e-01,5.708674819335743944e-01,-2.784980658015120524e-03
-2.249999999999978684e-01,5.715742196028614774e-01,-2.772290924402387273e-03,5.715742196028614774e-01,5.715809427470353032e-01,5.716830723054230345e-01,-2.779273224430070521e-03
-2.240000000000001990e-01,5.723917069799067114e-01,-2.778211967395008766e-03,5.723917069799067114e-01,5.723984492301731342e-01,5.725006593902713936e-01,-2.796836840525327751e-03
-2.229999999999989768e-01,5.732109973444212692e-01,-2.784150349123552977e-03,5.732109973444212692e-01,5.732177587703931598e-01,5.733198497004333705e-01,-2.791141120625725575e-03
-2.219999999999977547e-01,5.740320961361864427e-01,-2.790106134727688737e-03,5.740320961361864427e-01,5.740388768077880899e-01,5.741410488196607709e-01,-2.808762423355610355e-03
-2.210000000000000853e-01,5.748550088160233607e-01,-2.796079389647801797e-03,5.748550088160233607e-01,5.748618088034928020e-01,5.749638608236135040e-01,-2.803078587538102018e-03
-2.199999999999988631e-01,5.756797408658156368e-01,-2.802070179626643676e-03,5.756797408658156368e-01,5.756865602397055470e-01,5.757886938243655939e-01,-2.820757929080364851e-03
-2.189999999999976410e-01,5.765062977886685758e-01,-2.808078570710902458e-03,5.765062977886685758e-01,5.765131366198485985e-01,5.766151494459327287e-01,-2.815086149635200995e-03
-2.179999999999999716e-01,5.773346851089635745e-01,-2.814104629253052006e-03,5.773346851089635745e-01,5.773415434686216541e-01,5.774436383445624710e-01,-2.832823885143305812e-03
-2.169999999999987494e-01,5.781649083724802463e-01,-2.820148421912855100e-03,5.781649083724802463e-01,5.781717863321247375e-01,5.782737596775082700e-01,-2.827164336263256021e-03
-2.160000000000010800e-01,5.789969731465192115e-01,-2.826210015659132851e-03,5.789969731465192115e-01,5.790038707779799898e-01,5.791059266611827683e-01,-2.844960823857854877e-03
-2.149999999999998579e-01,5.798308850199644926e-01,-2.832289477771599180e-03,5.798308850199644926e-01,5.798378023953949523e-01,5.799397359708303723e-01,-2.839313681641472860e-03
-2.139999999999986358e-01,5.806666496034169622e-01,-2.838386875842301496e-03,5.806666496034169622e-01,5.806735867952962371e-01,5.807756033991454681e-01,-2.857169282490418325e-03
-2.130000000000009663e-01,5.815042725292576264e-01,-2.844502277777606961e-03,5.815042725292576264e-01,5.815112296103914780e-01,5.816131231240149191e-01,-2.851534725016759923e-03
-2.119999999999997442e-01,5.823437594518074967e-01,-2.850635751799874759e-03,5.823437594518074967e-01,5.823507364953306453e-01,5.824527135306386549e-01,-2.869449803327696075e-03
-2.109999999999985221e-01,5.831851160473970896e-01,-2.856787366449130110e-03,5.831851160473970896e-01,5.831921131267749914e-01,5.832939662840884720e-01,-2.863828010609401498e-03
-2.100000000000008527e-01,5.840283480144659034e-01,-2.862957190584801588e-03,5.840283480144659034e-01,5.840353652034961929e-01,5.841373023784377505e-01,-2.881802933687094802e-03
-2.089999999999996305e-01,5.848734610736918693e-01,-2.869145293387716060e-03,5.848734610736918693e-01,5.848804984465064694e-01,5.849823109503449192e-01,-2.876194087758033799e-03
-2.079999999999984084e-01,5.857204609680726204e-01,-2.875351744361677279e-03,5.857204609680726204e-01,5.857275185991395183e-01,5.858294156192473956e-01,-2.894229226017489779e-03
-2.070000000000007390e-01,5.865693534630620487e-01,-2.881576613335230970e-03,5.865693534630620487e-01,5.865764314271867397e-01,5.866782029776953511e-01,-2.888633510913503170e-03
-2.059999999999995168e-01,5.874201443466571249e-01,-2.887819970463798534e-03,5.874201443466571249e-01,5.874272427189849433e-01,5.875290992871036178e-01,-2.906729237919517678e-03
-2.049999999999982947e-01,5.882728394294869378e-01,-2.894081886231027537e-03,5.882728394294869378e-01,5.882799582855047227e-01,5.883816885800817742e-01,-2.901146839750298658e-03
-2.040000000000006253e-01,5.891274445449670161e-01,-2.900362431451064191e-03,5.891274445449670161e-01,5.891345839605046653e-01,5.892363997767909867e-01,-2.919303532255648238e-03
-2.029999999999994031e-01,5.899839655493870350e-01,-2.906661677270041752e-03,5.899839655493870350e-01,5.899911256006198368e-01,5.900928143339354559e-01,-2.913734639155563834e-03
-2.019999999999981810e-01,5.908424083220180645e-01,-2.912979695168124022e-03,5.908424083220180645e-01,5.908495890854683630e-01,5.909513638473066210e-01,-2.931952677135921375e-03
-2.010000000000005116e-01,5.917027787651927273e-01,-2.919316556961453445e-03,5.917027787651927273e-01,5.917099803177315875e-01,5.918116271816425966e-01,-2.926397479385475179e-03
-1.999999999999992895e-01,5.925650828044899399e-01,-2.925672334803871080e-03,5.925650828044899399e-01,5.925723052233395904e-01,5.926740386253832593e-01,-2.944677246059605995e-03
-1.989999999999980673e-01,5.934293263887808756e-01,-2.932047101188724192e-03,5.934293263887808756e-01,5.934365697515159299e-01,5.935381744350950450e-01,-2.939135936005765355e-03
-1.980000000000003979e-01,5.942955154903879489e-01,-2.938440928951163017e-03,5.942955154903879489e-01,5.943027798749378476e-01,5.944044716090184366e-01,-2.957477817883448490e-03
-1.969999999999991758e-01,5.951636561051421026e-01,-2.944853891269653447e-03,5.951636561051421026e-01,5.951709415897931121e-01,5.952725037792332419e-01,-2.951950590054503148e-03
-1.959999999999979536e-01,5.960337542525513399e-01,-2.951286061668027469e-03,5.960337542525513399e-01,5.960410609159477735e-01,5.961427106710783796e-01,-2.970354976979671345e-03
-1.950000000000002842e-01,5.969058159758890980e-01,-2.957737514017524071e-03,5.969058159758890980e-01,5.969131438970362025e-01,5.970146632756805349e-01,-2.964842028047783365e-03
-1.939999999999990621e-01,5.977798473423239223e-01,-2.964208322538741669e-03,5.977798473423239223e-01,5.977871966005890991e-01,5.978888040629107836e-01,-2.983309313212670170e-03
-1.929999999999978400e-01,5.986558544429871898e-01,-2.970698561803449163e-03,5.986558544429871898e-01,5.986632251181026598e-01,5.987647013663722761e-01,-2.977810842077879220e-03
-1.920000000000001705e-01,5.995338433931760580e-01,-2.977208306736632906e-03,5.995338433931760580e-01,5.995412355652404157e-01,5.996428004180283100e-01,-2.996341422060903176e-03
-1.909999999999989484e-01,6.004138203323967637e-01,-2.983737632618653837e-03,6.004138203323967637e-01,6.004212340818768645e-01,6.005226668772508658e-01,-2.990857629813381546e-03
-1.899999999999977263e-01,6.012957914244996260e-01,-2.990286615087035978e-03,6.012957914244996260e-01,6.013032268322329177e-01,6.014047487558116245e-01,-3.009451904650399089e-03
-1.890000000000000568e-01,6.021797628578176020e-01,-2.996855330138639174e-03,6.021797628578176020e-01,6.021872200050141233e-01,6.022886090220096467e-01,-3.003982994651348357e-03
-1.879999999999988347e-01,6.030657408452684276e-01,-3.003443854131542141e-03,6.030657408452684276e-01,6.030732198135126954e-01,6.031746984852751625e-01,-3.022641367812120127e-03
-1.869999999999976126e-01,6.039537316244951715e-01,-3.010052263787245559e-03,6.039537316244951715e-01,6.039612324957484013e-01,6.040625774058610009e-01,-3.017187545691726348e-03
-1.859999999999999432e-01,6.048437414579266314e-01,-3.016680636192641853e-03,6.048437414579266314e-01,6.048512643145287360e-01,6.049526994088594289e-01,-3.035910424186990392e-03
-1.849999999999987210e-01,6.057357766329933835e-01,-3.023329048802178391e-03,6.057357766329933835e-01,6.057433215576651930e-01,6.058446220293653983e-01,-3.030471897887375421e-03
-1.840000000000010516e-01,6.066298434621530955e-01,-3.029997579439762216e-03,6.066298434621530955e-01,6.066374105379981341e-01,6.067388017262705935e-01,-3.049259692249273439e-03
-1.829999999999998295e-01,6.075259482830901447e-01,-3.036686306301090640e-03,6.075259482830901447e-01,6.075335375935972948e-01,6.076347932922880890e-01,-3.043836672040442243e-03
-1.819999999999986073e-01,6.084240974588031037e-01,-3.043395307955590670e-03,6.084240974588031037e-01,6.084317090878479384e-01,6.085330560383879206e-01,-3.062689796370391890e-03
-1.810000000000009379e-01,6.093242973777179827e-01,-3.050124663348686288e-03,6.093242973777179827e-01,6.093319314095657635e-01,6.094331419975157482e-01,-3.057282494901492325e-03
-1.799999999999997158e-01,6.102265544538292286e-01,-3.056874451803850631e-03,6.102265544538292286e-01,6.102342109731364594e-01,6.103355133511683128e-01,-3.076201366953687250e-03
-1.789999999999984936e-01,6.111308751268325068e-01,-3.063644753024755314e-03,6.111308751268325068e-01,6.111385542186492659e-01,6.112397193550126451e-01,-3.070809999247839719e-03
-1.780000000000008242e-01,6.120372658622359463e-01,-3.070435647097514292e-03,6.120372658622359463e-01,6.120449676120082172e-01,6.121462250796494420e-01,-3.089795040412036779e-03
-1.769999999999996021e-01,6.129457331515024698e-01,-3.077247214492875686e-03,6.129457331515024698e-01,6.129534576450743621e-01,6.130545769858199989e-01,-3.084419823913464066e-03
-1.759999999999983800e-01,6.138562835121577077e-01,-3.084079536068308654e-03,6.138562835121577077e-01,6.138640308357733444e-01,6.139652430519667581e-01,-3.103471459294667410e-03
-1.750000000000007105e-01,6.147689234879138986e-01,-3.090932693070294959e-03,6.147689234879138986e-01,6.147766937282199695e-01,6.148777669261089596e-01,-3.098112613916396540e-03
-1.739999999999994884e-01,6.156836596488619584e-01,-3.097806767136652636e-03,6.156836596488619584e-01,6.156914528929098296e-01,6.157926195134201253e-01,-3.117231272336846472e-03
-1.729999999999982663e-01,6.166004985914859127e-01,-3.104701840298604645e-03,6.166004985914859127e-01,6.166083149267339580e-01,6.167093416312717791e-01,-3.111889020468201848e-03
-1.720000000000005969e-01,6.175194469389235774e-01,-3.111617994983166720e-03,6.175194469389235774e-01,6.175272864532390660e-01,6.176284071306077372e-01,-3.131075134544642011e-03
-1.709999999999993747e-01,6.184405113410105237e-01,-3.118555314015450212e-03,6.184405113410105237e-01,6.184483741226725062e-01,6.185493539800756002e-01,-3.125749701068497675e-03
-1.699999999999981526e-01,6.193636984744053109e-01,-3.125513880620764580e-03,6.193636984744053109e-01,6.193715846121066182e-01,6.194726589955881213e-01,-3.145003707276578832e-03
-1.690000000000004832e-01,6.202890150428006510e-01,-3.132493778427061608e-03,6.202890150428006510e-01,6.202969246256502256e-01,6.203978572788478862e-01,-3.139695319625877921e-03
-1.679999999999992610e-01,6.212164677769942411e-01,-3.139495091467370096e-03,6.212164677769942411e-01,6.212244008945194684e-01,6.213254286300865514e-01,-3.159017658243590352e-03
-1.669999999999980389e-01,6.221460634350375329e-01,-3.146517904181933903e-03,6.221460634350375329e-01,6.221540201771866840e-01,6.222549052657144752e-01,-3.153726546440614037e-03
-1.660000000000003695e-01,6.230778088023682937e-01,-3.153562301420576378e-03,6.230778088023682937e-01,6.230857892595124126e-01,6.231867699897876145e-01,-3.173117661694514324e-03
-1.649999999999991473e-01,6.240117106919567114e-01,-3.160628368445376167e-03,6.240117106919567114e-01,6.240197149548928346e-01,6.241205521149115754e-01,-3.167844058357287274e-03
-1.639999999999979252e-01,6.249477759444450609e-01,-3.167716190932506025e-03,6.249477759444450609e-01,6.249558041043979939e-01,6.250567374686395450e-01,-3.187304398403304016e-03
-1.630000000000002558e-01,6.258860114282587261e-01,-3.174825854975122860e-03,6.258860114282587261e-01,6.258940635768834859e-01,6.259948524411130810e-01,-3.182048538797698552e-03
-1.619999999999990337e-01,6.268264240397798392e-01,-3.181957447085549152e-03,6.268264240397798392e-01,6.268345002691643186e-01,6.269353859032180676e-01,-3.201578555795644380e-03
-1.609999999999978115e-01,6.277690207034696268e-01,-3.189111054197875904e-03,6.277690207034696268e-01,6.277771211061369261e-01,6.278778613038247247e-01,-3.196340677840742942e-03
-1.600000000000001421e-01,6.287138083720060777e-01,-3.196286763670194361e-03,6.287138083720060777e-01,6.287219330409169471e-01,6.288227705771577414e-01,-3.215940827994445174e-03
-1.589999999999989200e-01,6.296607940264136172e-01,-3.203484663287212847e-03,6.296607940264136172e-01,6.296689430549687883e-01,6.297696342118501711e-01,-3.210721172342205759e-03
-1.579999999999976978e-01,6.306099846762434069e-01,-3.210704841262668890e-03,6.306099846762434069e-01,6.306181581582865903e-01,6.307189472256227170e-01,-3.230391915926278390e-03
-1.570000000000000284e-01,6.315613873596805927e-01,-3.217947386241923509e-03,6.315613873596805927e-01,6.315695853895001433e-01,6.316702271277728764e-01,-3.225190725937007296e-03
-1.559999999999988063e-01,6.325150091437155009e-01,-3.225212387304382880e-03,6.325150091437155009e-01,6.325232318160477485e-01,6.326239720398295630e-01,-3.244932527360951634e-03
-1.549999999999975842e-01,6.334708571242326780e-01,-3.232499933966108234e-03,6.334708571242326780e-01,6.334791045342640370e-01,6.335796964725046720e-01,-3.239750049205021142e-03
-1.539999999999999147e-01,6.344289384262367104e-01,-3.239810116182235793e-03,6.344289384262367104e-01,6.344372106696063440e-01,6.345379016716430343e-01,-3.259563377053706010e-03
-1.529999999999986926e-01,6.353892602039361570e-01,-3.247143024349806971e-03,6.353892602039361570e-01,6.353975573767385310e-01,6.354980991299237214e-01,-3.254399859673566976e-03
-1.520000000000010232e-01,6.363518296409260699e-01,-3.254498749310043466e-03,6.363518296409260699e-01,6.363601518397136170e-01,6.364607932381866062e-01,-3.274285186749218129e-03
-1.509999999999998010e-01,6.373166539503112293e-01,-3.261877382351237309e-03,6.373166539503112293e-01,6.373250012720969027e-01,6.374254924515132537e-01,-3.269140881949645500e-03
-1.499999999999985789e-01,6.382837403748637950e-01,-3.269279015211160391e-03,6.382837403748637950e-01,6.382921129171233998e-01,6.383927043265614776e-01,-3.289098685333251802e-03
-1.490000000000009095e-01,6.392530961871807360e-01,-3.276703740079685637e-03,6.392530961871807360e-01,6.392614940478560381e-01,6.393619342610813439e-01,-3.283973847791586426e-03
-1.479999999999996874e-01,6.402247286898368195e-01,-3.284151649601798478e-03,6.402247286898368195e-01,6.402331519673380988e-01,6.403336929985709025e-01,-3.304004608864587796e-03
-1.469999999999984652e-01,6.411986452155047367e-01,-3.291622836879776540e-03,6.411986452155047367e-01,6.412070940087133408e-01,6.413074828595585197e-01,-3.298899496193718160e-03
-1.460000000000007958e-01,6.421748531271418425e-01,-3.299117395476291320e-03,6.421748531271418425e-01,6.421833275354128512e-01,6.422838177955472183e-01,-3.319003700716039937e-03
-1.449999999999995737e-01,6.431533598181524702e-01,-3.306635419416928748e-03,6.431533598181524702e-01,6.431618599413174708e-01,6.432621970297950353e-01,-3.313918573446324612e-03
-1.439999999999983515e-01,6.441341727124796357e-01,-3.314177003192819021e-03,6.441341727124796357e-01,6.441426986508493879e-01,6.442431377431896422e-01,-3.334096711601254419e-03
-1.430000000000006821e-01,6.451172992648304128e-01,-3.321742241763766049e-03,6.451172992648304128e-01,6.451258511191979572e-01,6.452261360414941471e-01,-3.329031833282490842e-03
-1.419999999999994600e-01,6.461027469608158214e-01,-3.329331230560617950e-03,6.461027469608158214e-01,6.461113248324585889e-01,6.462117123565099819e-01,-3.349284399672917707e-03
-1.409999999999982379e-01,6.470905233170762827e-01,-3.336944065488268996e-03,6.470905233170762827e-01,6.470991273077594252e-01,6.471993596561295137e-01,-3.344240036878489471e-03
-1.400000000000005684e-01,6.480806358814363843e-01,-3.344580842928325873e-03,6.480806358814363843e-01,6.480892660934153282e-01,6.481896016448032150e-01,-3.364567530688734442e-03
-1.389999999999993463e-01,6.490730922331375830e-01,-3.352241659742237999e-03,6.490730922331375830e-01,6.490817487691611376e-01,6.491819281319816115e-01,-3.359543953036520352e-03
-1.379999999999981242e-01,6.500678999829185845e-01,-3.359926613273661079e-03,6.500678999829185845e-01,6.500765829462313850e-01,6.501768661166719143e-01,-3.379946877952871853e-03
-1.370000000000004547e-01,6.510650667732202912e-01,-3.367635801351792982e-03,6.510650667732202912e-01,6.510737762675657958e-01,6.511739022291861412e-01,-3.374944358189780301e-03
-1.359999999999992326e-01,6.520646002783052619e-01,-3.375369322294036536e-03,6.520646002783052619e-01,6.520733364079287497e-01,6.521735667851644713e-01,-3.395423222568546770e-03
-1.349999999999980105e-01,6.530665082044722070e-01,-3.383127274908941627e-03,6.530665082044722070e-01,6.530752710741237754e-01,6.531753432148901251e-01,-3.390442036585172413e-03
-1.340000000000003411e-01,6.540707982901761142e-01,-3.390909758498998963e-03,6.540707982901761142e-01,6.540795880051131217e-01,6.541797651729140961e-01,-3.410997353421364037e-03
-1.329999999999991189e-01,6.550774783062356388e-01,-3.398716872863901360e-03,6.550774783062356388e-01,6.550862949722261463e-01,6.551863128684287663e-01,-3.406037780272033397e-03
-1.319999999999978968e-01,6.560865560559718812e-01,-3.406548718303276796e-03,6.560865560559718812e-01,6.560953997792974279e-01,6.561955233173614177e-01,-3.426670067282663965e-03
-1.310000000000002274e-01,6.570980393753516058e-01,-3.414405395619594073e-03,6.570980393753516058e-01,6.571069102628100955e-01,6.572068734865933459e-01,-3.421732389276809817e-03
