x[nm]                E_1[eV]              E_2[eV]              E_3[eV]              E_4[eV]              E_5[eV]              E_6[eV]              Psi_1[nm^-1/2]       Psi_2[nm^-1/2]       Psi_3[nm^-1/2]       Psi_4[nm^-1/2]       Psi_5[nm^-1/2]       Psi_6[nm^-1/2]      
13.5                 1.4478054423839      1.412791422186       1.4067269055969      1.3561664814032      1.2837468270643      1.269939459991       1.9220827946112      1.7206567043444      1.3619514308504      1.6212300881258      0.87212603121092     1.0671638619594
13.55                1.4478054423839      1.412791422186       1.4067269055969      1.3561664814032      1.2837468270643      1.269939459991       1.918663868809       1.7357903437707      1.3605346963014      1.5965572760968      0.86330176196507     1.0679170495652
13.6                 1.4478054423839      1.412791422186       1.4067269055969      1.3561664814032      1.2837468270643      1.269939459991       1.9150580439487      1.750417305409       1.3591997965399      1.571051845277       0.85695269859559     1.0699529115175
13.65                1.4478054423839      1.412791422186       1.4067269055969      1.3561664814032      1.2837468270643      1.269939459991       1.9112667512999      1.7645146444257      1.3579490964936      1.5448021364075      0.85311621872982     1.0732585217856
13.7                 1.4478054423839      1.412791422186       1.4067269055969      1.3561664814032      1.2837468270643      1.269939459991       1.90729149575        1.7780602467885      1.3567848119209      1.5178990681147      0.85181490814246     1.0778128924923
13.75                1.4478054423839      1.412791422186       1.4067269055969      1.3561664814032      1.2837468270643      1.269939459991       1.9031338552077      1.7910328639564      1.3557090054851      1.4904358220041      0.8530564277906      1.0835871071704
13.8                 1.4478054423839      1.412791422186       1.4067269055969      1.3561664814032      1.2837468270643      1.269939459991       1.8987954799759      1.8034121462114      1.3547235831006      1.462507519916       0.85683346871291     1.0905445043571
13.85                1.4478054423839      1.412791422186       1.4067269055969      1.3561664814032      1.2837468270643      1.269939459991       1.8942780920973      1.8151786745804      1.353830290556       1.4342108944608      0.86312379505824     1.0986409103646
13.9                 1.4478054423839      1.412791422186       1.4067269055969      1.3561664814032      1.2837468270643      1.269939459991       1.8895834846704      1.8263139912973      1.3530307104212      1.4056439539758      0.87189037499049     1.1078249197461
13.95                1.4478054423839      1.412791422186       1.4067269055969      1.3561664814032      1.2837468270643      1.269939459991       1.8847135211378      1.8368006287569      1.352326259244       1.3769056430627      0.8830815986991      1.1180382216776
14                   1.4478054423839      1.412791422186       1.4067269055969      1.3561664814032      1.2837468270643      1.269939459991       1.8796701345468      1.8466221369158      1.3517181850403      1.3480954998829      0.8966315822316      1.1292159701829
14.05                1.4478054423839      1.412791422186       1.4067269055969      1.3561664814032      1.2837468270643      1.269939459991       1.874455326782       1.8557631090971      1.3512075650832      1.319313311396       0.9124605553596      1.1412871958522
14.1                 1.4478054423839      1.412791422186       1.4067269055969      1.3561664814032      1.2837468270643      1.269939459991       1.8690711677706      1.8642092061583      1.3507953039945      1.2906587677381      0.93047533119484     1.1541752564384
14.15                1.4478054423839      1.412791422186       1.4067269055969      1.3561664814032      1.2837468270643      1.269939459991       1.8635197946607      1.8719471789847      1.3504821321418      1.2622311169335      0.95056985479052     1.1677983234718
14.2                 1.4478054423839      1.412791422186       1.4067269055969      1.3561664814032      1.2837468270643      1.269939459991       1.8578034109733      1.8789648892727      1.3502686043449      1.2341288211397      0.97262582749834     1.1820699018029
14.25                1.4478054423839      1.412791422186       1.4067269055969      1.3561664814032      1.2837468270643      1.269939459991       1.8519242857275      1.8852513285708      1.3501550988928      1.2064492156126      0.99651340340551     1.1968993787744
14.3                 1.4478054423839      1.412791422186       1.4067269055969      1.3561664814032      1.2837468270643      1.269939459991       1.8458847525397      1.8907966355486      1.3501418168733      1.1792881715761      1.0220919537518      1.2121925995368
14.35                1.4478054423839      1.412791422186       1.4067269055969      1.3561664814032      1.2837468270643      1.269939459991       1.8396872086975      1.8955921114653      1.3502287818172      1.1527397641617      1.0492108948263      1.2278524648528
14.4                 1.4478054423839      1.412791422186       1.4067269055969      1.3561664814032      1.2837468270643      1.269939459991       1.8333341142081      1.8996302338154      1.350415839656       1.1268959465697      1.0777105744702      1.2437795475972
14.45                1.4478054423839      1.412791422186       1.4067269055969      1.3561664814032      1.2837468270643      1.269939459991       1.8268279908217      1.9029046681293      1.3507026589953      1.1018462315794      1.1074232119663      1.2598727240361
14.5                 1.4478054423839      1.412791422186       1.4067269055969      1.3561664814032      1.2837468270643      1.269939459991       1.8201714210308      1.9054102779094      1.3510887317019      1.0776773815124      1.1381738857828      1.276029815879
14.55                1.4478054423839      1.412791422186       1.4067269055969      1.3561664814032      1.2837468270643      1.269939459991       1.813367047045       1.9071431326882      1.3515733738038      1.0544731077216      1.1697815633545      1.2921482390254
14.6                 1.4478054423839      1.412791422186       1.4067269055969      1.3561664814032      1.2837468270643      1.269939459991       1.806417569742       1.9081005141933      1.3521557267019      1.0323137806491      1.2020601668422      1.3081256548892
