wavelength_nm,pathway,real,imag,magnitude
526.0,C_m1_n1_l1,14.360562013968636,0.1175803290106755,14.361043363586408
527.0,C_m1_n1_l1,14.487192124998128,0.119254734593962,14.48768295340324
528.0,C_m1_n1_l1,14.615088319803618,0.12095566943878587,14.61558883075292
529.0,C_m1_n1_l1,14.744266874187238,0.1226836277997477,14.744777276370954
530.0,C_m1_n1_l1,14.874744337081756,0.12443911494752193,14.875264844259906
531.0,C_m1_n1_l1,15.006537536310136,0.12622264745998704,15.00706836745328
532.0,C_m1_n1_l1,15.139663584492341,0.12803475352233007,15.140204963926777
533.0,C_m1_n1_l1,15.274139885104123,0.12987597323644667,15.274692042661702
534.0,C_m1_n1_l1,15.409984138692,0.1317468589399639,15.410547309864747
535.0,C_m1_n1_l1,15.547214349249597,0.1336479755352328,15.547788775349286
536.0,C_m1_n1_l1,15.68584883076007,0.1355799008286467,15.68643475908295
537.0,C_m1_n1_l1,15.825906213909668,0.13754322588065754,15.826503897906521
538.0,C_m1_n1_l1,15.967405452977946,0.13953855536687937,15.968015152429675
539.0,C_m1_n1_l1,16.1103658329099,0.14156650795068143,16.110987814108856
540.0,C_m1_n1_l1,16.254806976575875,0.14362771666769095,16.255441512513123
541.0,C_m1_n1_l1,16.400748852225025,0.14572282932264488,16.401396222783788
542.0,C_m1_n1_l1,16.54821178113829,0.14785250889904256,16.548872273293785
543.0,C_m1_n1_l1,16.69721644548772,0.15001743398208045,16.697890353513646
544.0,C_m1_n1_l1,16.847783896407915,0.1522182991953567,16.848471522089824
545.0,C_m1_n1_l1,16.999935562287284,0.15445581565186933,17.0006372151431
546.0,C_m1_n1_l1,17.15369325728522,0.1567307114198367,17.1544092547932
547.0,C_m1_n1_l1,17.30907919008339,0.15904373200391045,17.30980985791778
548.0,C_m1_n1_l1,17.46611597287801,0.16139564084235775,17.466861645152726
549.0,C_m1_n1_l1,17.624826630621385,0.16378721982082767,17.625587650141977
550.0,C_m1_n1_l1,17.785234610520874,0.16621926980333862,17.78601132904518
551.0,C_m1_n1_l1,17.947363791803376,0.16869261118114523,17.948156570311113
552.0,C_m1_n1_l1,18.11123849575461,0.1712080844401847,18.1120477047263
553.0,C_m1_n1_l1,18.276883496042053,0.17376655074782388,18.277709515747677
554.0,C_m1_n1_l1,18.44432402933103,0.17636889255966093,18.445167250128712
555.0,C_m1_n1_l1,18.613585806203883,0.17901601424717362,18.614446628849098
556.0,C_m1_n1_l1,18.784695022392455,0.18170884274703816,18.78557385835813
557.0,C_m1_n1_l1,18.957678370334413,0.184448328232979,18.95857564214235
558.0,C_m1_n1_l1,19.13256305106465,0.1872354448110532,19.133479192628766
559.0,C_m1_n1_l1,19.309376786453072,0.1900711912393068,19.310312243434904
560.0,C_m1_n1_l1,19.488147831800838,0.19295659167279133,19.489103061977833
561.0,C_m1_n1_l1,19.668904988807412,0.19589269643496857,19.66988046245451
562.0,C_m1_n1_l1,19.85167761892146,0.19888058281658064,19.852673819206537
563.0,C_m1_n1_l1,20.03649565708881,0.20192135590311164,20.03751308048253
564.0,C_m1_n1_l1,20.223389625911803,0.2050161494320236,20.224428782612506
565.0,C_m1_n1_l1,20.41239065023427,0.20816612668099826,20.413452064608492
566.0,C_m1_n1_l1,20.60353047216754,0.21137248138848103,20.604614683206886
567.0,C_m1_n1_l1,20.79684146657314,0.21463643870787774,20.797949028368095
568.0,C_m1_n1_l1,20.992356657018604,0.2179592561968264,20.99348813925011
569.0,C_m1_n1_l1,21.19010973222372,0.22134222484303198,21.191265720673247
570.0,C_m1_n1_l1,21.390135063014835,0.2247866701282197,21.391316160093655
