index,k_per_nm,weight_per_nm2,S_real,S_imag,weighted_real,weighted_imag
69,0.40362417165290715,0.00075154565799906837,3.7298626023560768,-0.039767961702019239,0.0028031620437338153,-2.9887438944625798e-05
70,0.40947379732903622,0.00076243762405702592,3.6890016959167653,-0.050234721205381638,0.0028126336881771179,-3.8300841480998274e-05
71,0.41532342300516534,0.00077332959011498347,3.6405042168815065,-0.057303331368175114,0.0028153096338528441,-4.4314361759173937e-05
72,0.4211730486812944,0.00078422155617294091,3.586515575306608,-0.061980997271897043,0.0028126228257054388,-4.8606834133717903e-05
73,0.42702267435742353,0.00079511352223089846,3.5286104487715821,-0.064944399461623614,0.0028056458825035241,-5.1638170205102016e-05
74,0.43287230003355259,0.00080600548828885601,3.4679641653749886,-0.066660663533664455,0.0027951981504813228,-5.3728860661110358e-05
75,0.43872192570968166,0.00081689745434681345,3.4054663818251871,-0.067459762603288426,0.002781916818176649,-5.5107708341466678e-05
76,0.44457155138581078,0.000827789420404771,3.3417983576953416,-0.067579397052756895,0.0027663053256262423,-5.5941509917605521e-05
77,0.45042117706193985,0.00083868138646272855,3.2774866663090263,-0.067193679650189242,0.0027487670614131602,-5.6354088410553139e-05
78,0.45627080273806897,0.0008495733525206861,3.2129412868399854,-0.066431971269097001,0.0027296293005127739,-5.6438832545644638e-05
79,0.46212042841419804,0.00086046531857864354,3.1484831154539226,-0.065391548363200991,0.0027091605269785398,-5.626715949469252e-05
80,0.4679700540903271,0.00087135728463660109,3.0843641640273258,-0.064146305476227045,0.0026875831827972907,-5.5894350559235134e-05
81,0.47381967976645623,0.00088224925069455863,3.0207826123877037,-0.062752848815657264,0.0026650831962902028,-5.5363653846562544e-05
82,0.47966930544258529,0.00089314121675251607,2.9578941776071082,-0.061254836664261403,0.0026418172048131953,-5.4709219350295063e-05
83,0.48551893111871441,0.00090403318281047362,2.8958208071722611,-0.059686119073928678,0.0026179181011567339,-5.3958232196008664e-05
84,0.49136855679484348,0.00091492514886843117,2.8346574002112455,-0.058073040881701926,0.002593499343879274,-5.3132485573933627e-05
85,0.4972181824709726,0.00092581711492638861,2.7744770568615298,-0.056436152473921586,0.0025686583442129994,-5.2249555860951852e-05
86,0.50306780814710161,0.00093670908098434605,2.715335215964652,-0.054791495249651379,0.00254347915471068,-5.1323691161059107e-05
87,0.50891743382323074,0.00094760104704230371,2.6572729439194918,-0.053151577624255958,0.0025180346239352951,-5.0366490608695229e-05
88,0.51476705949935986,0.00095849301310026115,2.6003195688229273,-0.051526123122823675,0.0024923881385446596,-4.9387429005370304e-05
89,0.52061668517548898,0.0009693849791582187,2.544494804903465,-0.049922648744980369,0.0024665950434195412,-4.8394265813175871e-05
90,0.52646631085161799,0.00098027694521617614,2.4898104767016358,-0.048346915626890599,0.002440703808268311,-4.7393366761352528e-05
91,0.53231593652774711,0.0009911689112741338,2.436271926424264,-0.046803282706664048,0.0024147569928816746,-4.6389958764419696e-05
92,0.53816556220387624,0.0010020608773320912,2.3838791686460841,-0.045294986068755094,0.0023887920511871915,-4.538833347880158e-05
93,0.54401518788000525,0.0010129528433900487,2.332627842141922,-0.043824360879375496,0.0023628420052684536,-4.4392010962515026e-05
94,0.54986481355613437,0.0010238448094480063,2.2825099977806103,-0.04239301864336506,0.0023369360137408582,-4.3403872094841882e-05
95,0.55571443923226349,0.00051736838775298189,2.2335147531524262,-0.041001989448198134,0.00115554992686097,-2.1213133175479045e-05
